"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AGBL4",5.34235159250366e-74,1.11536379169073,0.956,0.588,1.44884575188699e-69,"Normal","AGBL4"
"ULK4",5.61340611551072e-74,1.1098768537163,0.94,0.622,1.52235573852651e-69,"Normal","ULK4"
"COX1",1.69122637234781e-73,1.23249808864019,0.924,0.43,4.58660592180725e-69,"Normal","COX1"
"LOC729732",3.19981067531051e-73,1.32507620006411,0.87,0.396,8.67788655144211e-69,"Normal","LOC729732"
"MAPK10",6.75977248881806e-71,0.935190064909784,0.967,0.729,1.83325029896746e-66,"Normal","MAPK10"
"CFAP299",7.26276781980076e-71,1.00350301303206,0.973,0.635,1.96966263272996e-66,"Normal","CFAP299"
"ND4L",7.09173987512307e-70,1.21296428693688,0.919,0.429,1.92327985413338e-65,"Normal","ND4L"
"CFAP54",1.13402774388325e-69,0.963597969966018,0.951,0.697,3.07548324141138e-65,"Normal","CFAP54"
"ND2",1.46760829418189e-69,1.21546290005133,0.922,0.426,3.98015369382127e-65,"Normal","ND2"
"COX2",3.84018517312685e-68,1.20132099259966,0.924,0.429,1.041458218952e-63,"Normal","COX2"
"ATP6",3.13634939007195e-67,1.19659171715277,0.924,0.428,8.50577954587513e-63,"Normal","ATP6"
"ATP8",6.12271448351154e-67,1.19957278874439,0.919,0.426,1.66048016792833e-62,"Normal","ATP8"
"DNAH12",7.3208498915568e-67,0.69536190727432,0.992,0.864,1.9854144905902e-62,"Normal","DNAH12"
"RFX3",1.13145724224974e-66,0.78394840138162,0.979,0.807,3.0685120409813e-62,"Normal","RFX3"
"AQP4-AS1",2.46555661019855e-66,1.17937313611124,0.905,0.502,6.68658952685846e-62,"Normal","AQP4-AS1"
"CYTB",1.83983129311253e-64,1.18133649796075,0.918,0.425,4.98962246692117e-60,"Normal","CYTB"
"MTATP8P1",1.90183529793778e-64,1.18502140826456,0.91,0.42,5.15777732800726e-60,"Normal","MTATP8P1"
"ND3",7.23215355299826e-64,1.17307615129153,0.918,0.426,1.96136004357313e-59,"Normal","ND3"
"TMEM232",3.17023329610612e-62,0.832915792205351,0.957,0.771,8.59767269903979e-58,"Normal","TMEM232"
"CFAP47",4.5119137941216e-62,1.03816123254498,0.916,0.639,1.22363102096578e-57,"Normal","CFAP47"
"MTCO1P12",5.65734388838839e-62,1.14914242446663,0.916,0.429,1.53427166253093e-57,"Normal","MTCO1P12"
"ND1",6.3503505432387e-62,1.15135412174472,0.919,0.428,1.72221506732634e-57,"Normal","ND1"
"ND5",1.57662731033819e-61,1.1934580397738,0.884,0.421,4.27581326563718e-57,"Normal","ND5"
"ANK3",2.12436729191868e-61,0.89974371673071,0.952,0.707,5.76128409568345e-57,"Normal","ANK3"
"DCDC1",8.09755163218181e-61,0.946397110148898,0.929,0.688,2.19605600264771e-56,"Normal","DCDC1"
"LRBA",9.22057317578706e-61,0.9413922086347,0.905,0.67,2.50061944527345e-56,"Normal","LRBA"
"RNLS",1.11280759284837e-60,1.20183297755495,0.865,0.399,3.01793419180477e-56,"Normal","RNLS"
"ZBTB20",3.87057419020093e-60,0.997252575061494,0.918,0.613,1.04969972038249e-55,"Normal","ZBTB20"
"SDK1",2.23357293356703e-59,1.12427543847125,0.873,0.521,6.05744979583378e-55,"Normal","SDK1"
"WWOX",3.12814654612675e-59,1.11516041407184,0.883,0.525,8.48353343309576e-55,"Normal","WWOX"
"BCAS3",4.8026997795847e-59,0.929288684275231,0.941,0.689,1.30249218022337e-54,"Normal","BCAS3"
"LMNTD1",1.22940820263571e-58,1.17007388381416,0.865,0.476,3.33415504554804e-54,"Normal","LMNTD1"
"EXOC4",2.72840426055342e-58,1.04553543844347,0.881,0.608,7.39943235462088e-54,"Normal","EXOC4"
"RP1",7.02664806100454e-58,0.763102709912538,0.971,0.781,1.90562695414443e-53,"Normal","RP1"
"PDE4D",1.09632458458538e-57,1.0473036487458,0.892,0.584,2.97323227339555e-53,"Normal","PDE4D"
"HYDIN",5.70433242730487e-57,0.676589776168085,0.973,0.817,1.54701495428508e-52,"Normal","HYDIN"
"PTPRT",8.45207128333314e-56,1.07696875423655,0.864,0.588,2.29220173203995e-51,"Normal","PTPRT"
"ND6",9.38179928995426e-56,1.16055057638134,0.846,0.402,2.5443439674356e-51,"Normal","ND6"
"FGF14",1.01563668647218e-55,0.901753385859364,0.918,0.714,2.75440669371256e-51,"Normal","FGF14"
"ANKFN1",1.2631514974479e-55,1.05331925011887,0.883,0.58,3.4256668610787e-51,"Normal","ANKFN1"
"MTATP6P1",1.71373575755337e-55,1.12931471642265,0.872,0.415,4.64765137448475e-51,"Normal","MTATP6P1"
"RAD51B",2.52635857525076e-55,1.15279294362062,0.827,0.449,6.85148445608006e-51,"Normal","RAD51B"
"DNAH7",2.16539137046658e-54,0.728778323971377,0.949,0.791,5.87254139670538e-50,"Normal","DNAH7"
"AOPEP",6.37427468170938e-54,1.20914969425818,0.789,0.38,1.72870329367958e-49,"Normal","AOPEP"
"BTBD9",1.37328793140984e-53,1.05923788085014,0.868,0.552,3.72435686998347e-49,"Normal","BTBD9"
"DNAH11",1.43794131706364e-53,0.742010476783629,0.956,0.768,3.8996968518766e-49,"Normal","DNAH11"
"CFAP251",5.16326516035619e-53,1.287533457464,0.764,0.356,1.4002775114886e-48,"Normal","CFAP251"
"MAML2",5.66480783032164e-53,0.997477426586675,0.884,0.612,1.53629588358323e-48,"Normal","MAML2"
"KIAA0825",1.20196671323882e-52,1.07977323512796,0.875,0.535,3.25973372630368e-48,"Normal","KIAA0825"
"PARD3",1.4961800018024e-52,0.982642585062144,0.878,0.588,4.0576401648881e-48,"Normal","PARD3"
"MTND1P23",2.81721517635649e-52,1.1029523060455,0.872,0.412,7.64028755827879e-48,"Normal","MTND1P23"
"LINC-PINT",1.04246565674057e-51,1.11334062739421,0.815,0.435,2.82716686108042e-47,"Normal","LINC-PINT"
"SHANK2",2.07092156710416e-51,0.920915947158401,0.889,0.643,5.61633928998647e-47,"Normal","SHANK2"
"DNAH9",2.42152288389839e-51,0.660776433697497,0.975,0.831,6.56717006113243e-47,"Normal","DNAH9"
"ESRRG",3.90326584931851e-51,1.13981067878122,0.823,0.494,1.05856569833518e-46,"Normal","ESRRG"
"MAGI1",9.78029617399423e-51,0.930604413871856,0.902,0.617,2.65241632238723e-46,"Normal","MAGI1"
"NEK10",5.39279206973187e-50,0.782391578848705,0.933,0.743,1.46252520931128e-45,"Normal","NEK10"
"DNAH3",3.59274397747088e-49,0.842109135835341,0.918,0.694,9.74352166690104e-45,"Normal","DNAH3"
"FOXP1",1.12987738551377e-48,0.721796038444822,0.922,0.766,3.06422746951336e-44,"Normal","FOXP1"
"CFAP94",2.45179867440966e-48,1.28414015131021,0.716,0.328,6.649278004999e-44,"Normal","CFAP94"
"EFCAB6",3.91392246713276e-48,1.03781500377918,0.849,0.554,1.06145577308641e-43,"Normal","EFCAB6"
"GNA14",6.24566163439439e-48,1.04720865171076,0.827,0.576,1.69382343524776e-43,"Normal","GNA14"
"WDR49",1.36766147313431e-47,0.866670540396445,0.886,0.688,3.70909791514024e-43,"Normal","WDR49"
"DNAI4",3.35808200118547e-47,1.22092380919239,0.731,0.339,9.10711838721501e-43,"Normal","DNAI4"
"DYNC2I1",5.74353224363659e-47,1.1931591979072,0.756,0.371,1.55764594447424e-42,"Normal","DYNC2I1"
"DMD",9.06989865359503e-47,0.904506016404425,0.886,0.636,2.45975651485497e-42,"Normal","DMD"
"CCDC30",2.12375053104155e-46,0.775712437986014,0.903,0.745,5.75961144018468e-42,"Normal","CCDC30"
"SERPINI2",2.38211605468398e-46,1.12068723428124,0.797,0.467,6.46029874030295e-42,"Normal","SERPINI2"
"KCNMB2",8.46524883351086e-46,1.19467998666573,0.743,0.415,2.29577548364815e-41,"Normal","KCNMB2"
"LDLRAD4",1.03506556156624e-45,1.03935558118114,0.823,0.544,2.80709780296765e-41,"Normal","LDLRAD4"
"FOXP2",1.753659114769e-45,1.01457926586466,0.826,0.557,4.75592351925353e-41,"Normal","FOXP2"
"CLEC19A",2.37947912739359e-45,1.32271613291506,0.685,0.334,6.45314739349141e-41,"Normal","CLEC19A"
"NFIA",8.33939841386778e-45,0.736711624202494,0.9,0.73,2.26164484984094e-40,"Normal","NFIA"
"C8orf34",1.28242732470177e-44,0.934984666235001,0.867,0.617,3.47794290459119e-40,"Normal","C8orf34"
"SCHLAP1",2.12222084946948e-44,1.08655629622165,0.74,0.37,5.75546294376123e-40,"Normal","SCHLAP1"
"ECT2L",4.4999406385877e-44,0.850214235866061,0.868,0.672,1.22038390118499e-39,"Normal","ECT2L"
"VWA3A",5.14216893830315e-44,0.926076723049086,0.856,0.621,1.39455621606782e-39,"Normal","VWA3A"
"LNC-LBCS",5.6881050230628e-44,1.09123946813164,0.788,0.392,1.54261408225463e-39,"Normal","LNC-LBCS"
"H3-3B",8.68608885672154e-44,1.08597731270512,0.742,0.367,2.35566729794288e-39,"Normal","H3-3B"
"IGF1R",1.16320082794374e-43,0.845505251954853,0.878,0.648,3.15460064538344e-39,"Normal","IGF1R"
"PTRH1",1.59021890930971e-43,0.951647499306669,0.826,0.608,4.31267368204793e-39,"Normal","PTRH1"
"GRHL2",2.25695433705022e-43,1.1316613099043,0.764,0.485,6.12086016208019e-39,"Normal","GRHL2"
"ATXN1",3.40389685992871e-43,1.04232619702895,0.797,0.535,9.23136828412665e-39,"Normal","ATXN1"
"LINC01091",4.49880148801007e-43,1.1911242449721,0.75,0.442,1.22007496354833e-38,"Normal","LINC01091"
"GLIS3",1.43254994100276e-42,0.864270591640822,0.861,0.65,3.8850754399995e-38,"Normal","GLIS3"
"FBXL13",5.33538439655879e-42,1.12801135130814,0.767,0.479,1.44695624834674e-37,"Normal","FBXL13"
"TBC1D8",6.28329733236729e-42,1.03349044767,0.797,0.517,1.70403023653801e-37,"Normal","TBC1D8"
"SIK3",7.29919717846258e-42,0.990868882690572,0.816,0.56,1.97954227479905e-37,"Normal","SIK3"
"DNAAF4-CCPG1",9.69881318484567e-42,1.24720243100194,0.658,0.309,2.63031813573015e-37,"Normal","DNAAF4-CCPG1"
"LOC101928626",1.15030388661677e-41,1.00407195383547,0.834,0.402,3.11962414050469e-37,"Normal","LOC101928626"
"LINC00486",1.18187200677577e-41,0.987740936235829,0.81,0.392,3.20523688237589e-37,"Normal","LINC00486"
"DNAH6",1.69554405993359e-41,0.693213042181967,0.918,0.776,4.59831549053989e-37,"Normal","DNAH6"
"EIF4G3",1.13977104171074e-40,0.909171257858295,0.84,0.613,3.09105906511954e-36,"Normal","EIF4G3"
"TTLL5",1.74468545338029e-40,0.873642882477577,0.845,0.609,4.73158694956734e-36,"Normal","TTLL5"
"SPAG16",1.89814002797129e-40,0.481289764713398,0.965,0.877,5.14775575585813e-36,"Normal","SPAG16"
"PACRG",3.00437683980081e-40,0.556000445076201,0.949,0.835,8.14786998953979e-36,"Normal","PACRG"
"CIBAR2",4.06393432261862e-40,1.27188833633385,0.632,0.302,1.10213898829417e-35,"Normal","CIBAR2"
"SPATA13",5.30847639204651e-40,0.883816045208206,0.832,0.594,1.43965879752301e-35,"Normal","SPATA13"
"DOCK4",7.72870543306799e-40,1.09734749419376,0.765,0.499,2.09602491344804e-35,"Normal","DOCK4"
"TBC1D5",8.65472125428355e-40,1.08707836234019,0.731,0.444,2.3471604041617e-35,"Normal","TBC1D5"
"WDPCP",2.01356719459377e-39,0.960923337832922,0.805,0.54,5.46079423173831e-35,"Normal","WDPCP"
"PLCH1",4.83097291425036e-39,0.937679464958968,0.823,0.583,1.3101598543447e-34,"Normal","PLCH1"
"ARMC2",7.4218850777219e-39,0.854153114994503,0.83,0.636,2.01281523307818e-34,"Normal","ARMC2"
"NAALADL2",8.85664165741093e-39,1.06346036249364,0.762,0.467,2.40192121748984e-34,"Normal","NAALADL2"
"AGAP1",9.98386995995184e-39,0.947996550154406,0.808,0.513,2.70762553313894e-34,"Normal","AGAP1"
"CRACDL",1.56310470269342e-38,1.22661215964403,0.642,0.297,4.23913995370455e-34,"Normal","CRACDL"
"NAV2",6.03497418707315e-38,0.861099065382271,0.838,0.612,1.63668499953424e-33,"Normal","NAV2"
"IL6ST",8.01267773539171e-38,0.807429957308717,0.849,0.64,2.17303820183823e-33,"Normal","IL6ST"
"FHIT",1.20666074890647e-37,1.17536019843926,0.685,0.403,3.27246395103434e-33,"Normal","FHIT"
"KATNIP",1.41245226401302e-37,1.1217656412371,0.683,0.344,3.8305705400033e-33,"Normal","KATNIP"
"AADACL2",2.43305946417329e-37,1.32970795944101,0.597,0.266,6.59845726683795e-33,"Normal","AADACL2"
"RABGAP1L",4.30537097071754e-37,0.80015999063623,0.846,0.629,1.1676166072586e-32,"Normal","RABGAP1L"
"TTC29",4.80603152270219e-37,0.674474443865174,0.884,0.726,1.30339574895683e-32,"Normal","TTC29"
"CFAP43",6.10470661173605e-37,0.555527251393531,0.941,0.805,1.65559643310282e-32,"Normal","CFAP43"
"PSD3",6.29488966359562e-37,0.87357827667085,0.808,0.586,1.70717407676713e-32,"Normal","PSD3"
"JAZF1",8.40467067789594e-37,1.23755125487302,0.659,0.371,2.27934668784538e-32,"Normal","JAZF1"
"BBS9",1.24969874515946e-36,0.959751475313781,0.784,0.544,3.38918299687245e-32,"Normal","BBS9"
"FAM13A",1.95316256263466e-36,0.811367903750175,0.835,0.667,5.29697686986519e-32,"Normal","FAM13A"
"STK33",2.36940615690278e-36,0.510884839877329,0.956,0.84,6.42582949752035e-32,"Normal","STK33"
"SPIDR",2.38769735518243e-36,0.925242821977931,0.773,0.51,6.47543522725474e-32,"Normal","SPIDR"
"LEKR1",2.6119799897813e-36,1.08641119129747,0.719,0.455,7.08368973228688e-32,"Normal","LEKR1"
"CDHR3",4.03119347519258e-36,0.520866488353397,0.954,0.837,1.09325967047223e-31,"Normal","CDHR3"
"IQCH",4.27015892707598e-36,1.02038823326957,0.761,0.519,1.15806710102301e-31,"Normal","IQCH"
"FTX",4.30418065167639e-36,1.14084511283868,0.697,0.406,1.16729379273464e-31,"Normal","FTX"
"PATJ",5.26836956929133e-36,0.963496994097583,0.754,0.501,1.42878182719181e-31,"Normal","PATJ"
"SPAG17",5.6643252937686e-36,0.574029447391345,0.921,0.798,1.53616501967004e-31,"Normal","SPAG17"
"FOXN3",6.63984169310333e-36,0.945572137140969,0.796,0.52,1.80072506716962e-31,"Normal","FOXN3"
"SMYD3",7.71071014229764e-36,0.889373846772998,0.788,0.551,2.09114459059112e-31,"Normal","SMYD3"
"PCSK5",1.90311919804718e-35,0.924392022367981,0.775,0.531,5.16125926510394e-31,"Normal","PCSK5"
"DNAI2",2.00017926037887e-35,0.672898133415912,0.881,0.731,5.4244861541475e-31,"Normal","DNAI2"
"CHN2",2.74376658487488e-35,1.09872050439661,0.705,0.406,7.44109497818067e-31,"Normal","CHN2"
"PLEKHA5",4.93286535584826e-35,0.720278002560226,0.872,0.702,1.33779308450605e-30,"Normal","PLEKHA5"
"EVA1C",6.11639867888305e-35,0.800870979073772,0.835,0.635,1.65876732171308e-30,"Normal","EVA1C"
"AKAP6",8.3766433014417e-35,0.983142645321211,0.764,0.519,2.27174566335099e-30,"Normal","AKAP6"
"SYT17",1.12078251575273e-34,1.12786135357082,0.651,0.355,3.03956218272139e-30,"Normal","SYT17"
"PRICKLE2",1.56832923033697e-34,0.963107616322346,0.756,0.512,4.25330887267387e-30,"Normal","PRICKLE2"
"DRAIC",3.65738308318046e-34,1.22875098873597,0.655,0.388,9.9188229215854e-30,"Normal","DRAIC"
"EXT1",4.27019278073645e-34,1.17343609955294,0.661,0.373,1.15807628213572e-29,"Normal","EXT1"
"DGKH",4.30011758490663e-34,0.790684755963245,0.815,0.65,1.16619188902668e-29,"Normal","DGKH"
"DTX2P1-UPK3BP1-PMS2P11",4.40074506996042e-34,1.06247453765419,0.667,0.334,1.19348206297327e-29,"Normal","DTX2P1-UPK3BP1-PMS2P11"
"SYNE1",1.38871934346563e-33,0.573337671499801,0.927,0.781,3.76620685947878e-29,"Normal","SYNE1"
"PTPRM",1.64070965661843e-33,0.985521962996218,0.743,0.476,4.44960458874919e-29,"Normal","PTPRM"
"KIAA1217",1.69969655103072e-33,0.94300178952482,0.772,0.543,4.60957704639531e-29,"Normal","KIAA1217"
"MACF1",2.08347789551721e-33,0.677390443318113,0.87,0.7,5.65039205264268e-29,"Normal","MACF1"
"TCF12",2.45116591978439e-33,1.0800964183672,0.689,0.424,6.64756197445525e-29,"Normal","TCF12"
"NEBL",2.51492589637932e-33,0.885390298342827,0.783,0.56,6.8204790309807e-29,"Normal","NEBL"
"NLRC3",2.76693723846423e-33,1.27252389749527,0.572,0.273,7.503933790715e-29,"Normal","NLRC3"
"NEK11",2.89658043014488e-33,0.62180387495118,0.859,0.727,7.8555261265529e-29,"Normal","NEK11"
"LOC105371267",4.68776171485995e-33,1.11269651910031,0.623,0.315,1.27132097707002e-28,"Normal","LOC105371267"
"PAN3",8.2900011386201e-33,1.02633013051792,0.719,0.465,2.24824830879377e-28,"Normal","PAN3"
"PRH1",8.98735465317795e-33,1.21050770078956,0.61,0.32,2.43737058194186e-28,"Normal","PRH1"
"LOC100507291",1.28841685320706e-32,1.21855415106584,0.582,0.28,3.49418650589755e-28,"Normal","LOC100507291"
"RASAL2",1.60204196069774e-32,0.832937670519638,0.805,0.601,4.34473779741228e-28,"Normal","RASAL2"
"STRBP",1.73970804721823e-32,0.743757540172978,0.845,0.691,4.71808822405583e-28,"Normal","STRBP"
"MCF2L2",1.75491028897609e-32,1.27182623282502,0.571,0.278,4.75931670370315e-28,"Normal","MCF2L2"
"ADK",1.76045943605875e-32,0.962194797662878,0.734,0.48,4.77436599059133e-28,"Normal","ADK"
"LRGUK",2.03610441535833e-32,0.920764244024536,0.77,0.494,5.52191517445178e-28,"Normal","LRGUK"
"NF1",2.24487716622464e-32,0.967816111694093,0.742,0.521,6.08810687480124e-28,"Normal","NF1"
"MCU",5.58567665894696e-32,0.925033463406326,0.758,0.51,1.51483550990641e-27,"Normal","MCU"
"TRIM2",1.10267540886052e-31,0.727834776765333,0.845,0.677,2.99045570882972e-27,"Normal","TRIM2"
"AFDN",2.50286883814847e-31,0.72923789146306,0.811,0.584,6.78778028905864e-27,"Normal","AFDN"
"ARMC9",2.52251664446195e-31,0.762882438698319,0.824,0.581,6.84106513978082e-27,"Normal","ARMC9"
"GOLM2",4.95852634675426e-31,1.108636244031,0.616,0.315,1.34475234523975e-26,"Normal","GOLM2"
"LINC00511",6.87197635941491e-31,0.964062158391724,0.735,0.489,1.86367998867332e-26,"Normal","LINC00511"
"RERE",7.42075276624676e-31,0.777409314442398,0.816,0.643,2.01250815020612e-26,"Normal","RERE"
"USP54",8.11516286973127e-31,0.975631856940313,0.719,0.488,2.20083217027112e-26,"Normal","USP54"
"MACROD2",9.21184192994282e-31,1.05170169320605,0.677,0.403,2.49825153140049e-26,"Normal","MACROD2"
"CEP128",1.26846493228264e-30,0.988300874155007,0.689,0.44,3.44007689635052e-26,"Normal","CEP128"
"ADGB",1.61851928702837e-30,0.662665543025076,0.846,0.69,4.38942430642094e-26,"Normal","ADGB"
"CYP4Z2P",1.98679709690122e-30,1.01863170651623,0.635,0.323,5.38819372679611e-26,"Normal","CYP4Z2P"
"KIAA0319",2.88956771750361e-30,1.08720416295578,0.666,0.412,7.83650764986979e-26,"Normal","KIAA0319"
"SLC9C1",3.03456297820107e-30,1.21300397900034,0.564,0.274,8.22973479688129e-26,"Normal","SLC9C1"
"NCOA2",3.79494490887409e-30,1.0510798674126,0.686,0.437,1.02918905928665e-25,"Normal","NCOA2"
"CEP112",3.82060958481631e-30,0.981834787911533,0.705,0.456,1.03614931940218e-25,"Normal","CEP112"
"NPIPB5",3.91937067287721e-30,1.03230083519708,0.65,0.353,1.0629333264843e-25,"Normal","NPIPB5"
"MARCHF10",4.18785918638553e-30,1.20464910590672,0.566,0.274,1.13574741134776e-25,"Normal","MARCHF10"
"CROCC2",4.66869268914004e-30,1.03529165705316,0.666,0.419,1.26614945729478e-25,"Normal","CROCC2"
"LINC00271",2.09472032343954e-29,1.01508519902673,0.667,0.397,5.68088151716803e-25,"Normal","LINC00271"
"CFAP91",2.85156289206193e-29,1.04912705408086,0.594,0.294,7.73343856327196e-25,"Normal","CFAP91"
"DNAI3",4.48162831367661e-29,1.13450608873813,0.575,0.287,1.2154175986691e-24,"Normal","DNAI3"
"DLG1",4.66470939441922e-29,0.887386469880993,0.731,0.531,1.26506918776649e-24,"Normal","DLG1"
"EPCAM-DT",5.34232652468232e-29,1.24815750615199,0.537,0.257,1.44883895349385e-24,"Normal","EPCAM-DT"
"MIPOL1",6.01883230187205e-29,1.12502520604141,0.632,0.37,1.6323073202677e-24,"Normal","MIPOL1"
"LINC02345",7.59511739055803e-29,0.933972515102017,0.721,0.492,2.05979583631934e-24,"Normal","LINC02345"
"SEPTIN9",1.02319498437851e-28,1.02086677301766,0.629,0.335,2.77490479763451e-24,"Normal","SEPTIN9"
"MYO1E",1.07481019935504e-28,0.829339670394479,0.77,0.572,2.91488526065086e-24,"Normal","MYO1E"
"POLR2J4",1.87319565344273e-28,1.15020822484959,0.591,0.305,5.08010661213669e-24,"Normal","POLR2J4"
"BMPR1B",2.11871518838748e-28,1.07523366932827,0.639,0.415,5.74595559090685e-24,"Normal","BMPR1B"
"SNHG32",2.66639487713821e-28,1.44536764452042,0.452,0.191,7.23126290679883e-24,"Normal","SNHG32"
"PTK2",2.9201514788908e-28,0.817594469849672,0.756,0.566,7.91945081075185e-24,"Normal","PTK2"
"TRIM59-IFT80",3.48552799703312e-28,1.09258523632879,0.572,0.293,9.45275192795382e-24,"Normal","TRIM59-IFT80"
"C11orf49",5.45723368134681e-28,0.604703226340599,0.861,0.736,1.48000177438125e-23,"Normal","C11orf49"
"AKAP13",6.96176113734378e-28,0.683106288165588,0.792,0.638,1.88802962044763e-23,"Normal","AKAP13"
"WAKMAR2",8.48837327532057e-28,1.39061663172399,0.487,0.225,2.30204683226694e-23,"Normal","WAKMAR2"
"RFX2",9.45443947911848e-28,0.556015657826643,0.873,0.755,2.56404398673693e-23,"Normal","RFX2"
"ZBBX",1.00170047446177e-27,0.549650766977491,0.873,0.761,2.71661168674033e-23,"Normal","ZBBX"
"DAB1",1.16675876239585e-27,1.15880911523382,0.537,0.261,3.16424976361755e-23,"Normal","DAB1"
"MIR1244-2",1.21198570670622e-27,1.04850170540321,0.582,0.297,3.28690523658727e-23,"Normal","MIR1244-2"
"NBEA",1.32936666048238e-27,0.725359894232981,0.799,0.627,3.60524238322822e-23,"Normal","NBEA"
"H2AJ",1.4379129010494e-27,1.04760134675389,0.59,0.306,3.89961978764598e-23,"Normal","H2AJ"
"ZSWIM6",1.51272131111131e-27,0.914298848259053,0.71,0.472,4.10250019573387e-23,"Normal","ZSWIM6"
"AFF1",1.56694267257423e-27,0.883044119308498,0.719,0.493,4.24954852802132e-23,"Normal","AFF1"
"NRXN3",1.6900292103102e-27,1.14885848942536,0.612,0.379,4.58335921836127e-23,"Normal","NRXN3"
"MED13L",2.05701514227289e-27,0.96093921971452,0.685,0.489,5.57862506584407e-23,"Normal","MED13L"
"EVI5",2.15181252639035e-27,0.748710037268921,0.791,0.634,5.83571557157064e-23,"Normal","EVI5"
"RPL17-C18orf32",2.28552319908331e-27,0.94395644648575,0.618,0.323,6.19833891591393e-23,"Normal","RPL17-C18orf32"
"CAMK1D",2.28974361287174e-27,0.834384961111249,0.737,0.539,6.20978467810817e-23,"Normal","CAMK1D"
"SAMD12",2.32947139527106e-27,1.01367395559249,0.626,0.364,6.31752642397512e-23,"Normal","SAMD12"
"STEAP1B",2.34885650482259e-27,0.835175653103255,0.697,0.378,6.37009884107886e-23,"Normal","STEAP1B"
"SSBP2",3.34910447915751e-27,0.784127182124198,0.758,0.608,9.08277134747515e-23,"Normal","SSBP2"
"FNDC3B",3.89763232258214e-27,0.84152757665658,0.718,0.494,1.05703788588428e-22,"Normal","FNDC3B"
"NEDD4L",4.25383097464996e-27,0.514954221494048,0.878,0.761,1.15363896032507e-22,"Normal","NEDD4L"
"DYNC2H1",4.5465847103698e-27,0.507926217488752,0.91,0.794,1.23303377345229e-22,"Normal","DYNC2H1"
"RBFOX2",5.17258054251016e-27,0.795488787152628,0.758,0.49,1.40280384312875e-22,"Normal","RBFOX2"
"GNAQ",6.51279262950244e-27,0.625484740358695,0.816,0.685,1.76626936112106e-22,"Normal","GNAQ"
"MYO1D",7.64575823954557e-27,0.808998669702572,0.751,0.565,2.07352963456476e-22,"Normal","MYO1D"
"EFNA5",9.53761425811547e-27,1.08597283475743,0.615,0.387,2.58660098680092e-22,"Normal","EFNA5"
"MBNL1",1.05100690829571e-26,0.776178213690028,0.765,0.581,2.85033073529797e-22,"Normal","MBNL1"
"REV3L",1.08311222618963e-26,0.838830100145578,0.739,0.579,2.93740035742629e-22,"Normal","REV3L"
"MARCHF6",1.09108741104594e-26,0.967789029139587,0.628,0.334,2.95902905875659e-22,"Normal","MARCHF6"
"ADGRV1",1.15463516879707e-26,1.08875962941267,0.623,0.399,3.13137057777764e-22,"Normal","ADGRV1"
"ARMH1",2.56693132408528e-26,0.908266264930063,0.664,0.416,6.96151775091928e-22,"Normal","ARMH1"
"PRKCE",2.65786239219861e-26,0.795382723399043,0.762,0.542,7.20812280764263e-22,"Normal","PRKCE"
"IL3RA",3.19891708220541e-26,1.31855571839145,0.477,0.228,8.67546312694108e-22,"Normal","IL3RA"
"ZFAND3",3.95750477315871e-26,0.774880658522327,0.762,0.554,1.07327529448064e-21,"Normal","ZFAND3"
"ARID1B",4.98363164193037e-26,0.756565315668595,0.781,0.588,1.35156090129152e-21,"Normal","ARID1B"
"PLEKHA7",5.45045499710739e-26,0.88554829483394,0.699,0.451,1.47816339521552e-21,"Normal","PLEKHA7"
"CDCA7L",5.94950577370509e-26,1.07196040582984,0.575,0.311,1.61350596582882e-21,"Normal","CDCA7L"
"C8orf37-AS1",6.39796153993995e-26,0.996167359439578,0.621,0.359,1.73512716963171e-21,"Normal","C8orf37-AS1"
"JMJD1C",6.42439802090451e-26,0.649740438201255,0.816,0.676,1.7422967432693e-21,"Normal","JMJD1C"
"RPL13P12",1.10949324703826e-25,0.937156700894304,0.607,0.315,3.00894568596776e-21,"Normal","RPL13P12"
"CCSER1",1.11120345063293e-25,1.0039609304355,0.567,0.291,3.01358375811651e-21,"Normal","CCSER1"
"MBD5",1.2050419914068e-25,0.959094645823818,0.628,0.391,3.26807388069525e-21,"Normal","MBD5"
"CFAP61",1.84494180119651e-25,0.848007719683672,0.723,0.513,5.00348216484493e-21,"Normal","CFAP61"
"HOATZ",2.03231930821693e-25,1.05342419967658,0.54,0.287,5.51164996388431e-21,"Normal","HOATZ"
"EFCAB2",2.05991032953027e-25,0.534671608447061,0.859,0.745,5.5864768136861e-21,"Normal","EFCAB2"
"SRGAP3",2.09587428293622e-25,0.772400782393149,0.758,0.594,5.68401105532303e-21,"Normal","SRGAP3"
"SUGT1P4-STRA6LP-CCDC180",2.48155890912373e-25,1.33039032026081,0.447,0.2,6.72998776154356e-21,"Normal","SUGT1P4-STRA6LP-CCDC180"
"NCALD",2.84333825311362e-25,0.847841408351004,0.694,0.494,7.71113334244413e-21,"Normal","NCALD"
"ADCY9",3.30152204076574e-25,0.987063547163041,0.642,0.428,8.95372777455669e-21,"Normal","ADCY9"
"TOGARAM2",3.35178230760334e-25,0.840804229122567,0.716,0.507,9.09003361822026e-21,"Normal","TOGARAM2"
"FER",3.48315238943452e-25,1.0717370422942,0.594,0.352,9.44630928014642e-21,"Normal","FER"
"TVP23C-CDRT4",4.82490354173468e-25,1.00033935520221,0.582,0.311,1.30851384051844e-20,"Normal","TVP23C-CDRT4"
