"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT1M",0.00602120585370846,0.175443052591256,0.541,0.436,1,"COPD","MT1M"
"TMF1",0.00602394249738955,0.250300503681518,0.294,0.218,1,"COPD","TMF1"
"PCSK7",0.00604483525670746,0.158201456426623,0.273,0.196,1,"COPD","PCSK7"
"TM7SF3",0.00606145423672694,0.224371003280982,0.232,0.163,1,"COPD","TM7SF3"
"STIM2",0.00606931683354724,0.131860921671069,0.221,0.153,1,"COPD","STIM2"
"NUFIP2",0.00607975308462965,0.0956027879184526,0.398,0.298,1,"COPD","NUFIP2"
"ORMDL3",0.00608864119332905,0.371789798117485,0.107,0.064,1,"COPD","ORMDL3"
"NQO2",0.0061321274621399,0.0649301774050023,0.264,0.184,1,"COPD","NQO2"
"INTS3",0.00617503544312526,0.262332715787392,0.106,0.063,1,"COPD","INTS3"
"USP12",0.00618157163859467,0.128374643454428,0.369,0.275,1,"COPD","USP12"
"TLN1",0.0061893713469084,0.184954650874016,0.479,0.393,1,"COPD","TLN1"
"MRPL51",0.00619801718588045,0.234312076189466,0.44,0.377,1,"COPD","MRPL51"
"XIAP",0.00624224086863912,0.0921740782427466,0.289,0.207,1,"COPD","XIAP"
"CD320",0.00624627847968634,0.0820791345339189,0.199,0.133,1,"COPD","CD320"
"PUS7",0.00626843740473931,0.22328316901906,0.118,0.072,1,"COPD","PUS7"
"FAM98C",0.00630889018291852,0.260534335617982,0.109,0.064,1,"COPD","FAM98C"
