"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","celltype"
"30","ADK",1.08883871733722e-12,0.942119963425543,0.683,0.498,9.97049613465696e-08,"Normal","ADK","AT1"
"31","ATXN1",1.14529578731319e-12,0.869135778769699,0.715,0.528,1.04874735244269e-07,"Normal","ATXN1","AT1"
"32","MTCO2P12",1.56287089150468e-12,1.17216306782896,0.549,0.275,1.43112087535083e-07,"Normal","MTCO2P12","AT1"
"33","NEDD4L",1.6658437534803e-12,0.511610894800308,0.889,0.768,1.52541312506191e-07,"Normal","NEDD4L","AT1"
"34","MED13L",1.47392467954049e-11,1.00114816889275,0.627,0.446,1.34967282905522e-06,"Normal","MED13L","AT1"
"35","LOC729732",1.5970879160872e-11,2.08520214199456,0.35,0.124,1.46245340476105e-06,"Normal","LOC729732","AT1"
"36","PHACTR1",1.71237650238145e-11,0.95845840525055,0.657,0.502,1.56802316323069e-06,"Normal","PHACTR1","AT1"
"37","FHIT",2.40578271327327e-11,1.38740130694558,0.491,0.262,2.20297523054434e-06,"Normal","FHIT","AT1"
"38","POLR2J3",3.68619275083016e-11,1.64963261666912,0.395,0.163,3.37544670193518e-06,"Normal","POLR2J3","AT1"
"39","GPHN",6.7443063637606e-11,1.58666911239911,0.448,0.236,6.17576133729558e-06,"Normal","GPHN","AT1"
"40","SMYD3",1.11028142760068e-10,1.04526866469786,0.574,0.356,1.01668470325394e-05,"Normal","SMYD3","AT1"
"41","ERBB4",1.15339830119823e-10,1.71827224090494,0.36,0.133,1.05616682440722e-05,"Normal","ERBB4","AT1"
"42","AKAP7",1.58664607233437e-10,1.96223195452563,0.35,0.137,1.45289180843658e-05,"Normal","AKAP7","AT1"
"43","LOC101928858",1.63809311986955e-10,1.41119789337551,0.436,0.202,1.50000186986455e-05,"Normal","LOC101928858","AT1"
"44","MACROD2",2.17975495133728e-10,1.13587236930573,0.534,0.296,1.99600160893955e-05,"Normal","MACROD2","AT1"
"45","TCF12",2.3801785438747e-10,1.08116186733057,0.557,0.352,2.17952949262607e-05,"Normal","TCF12","AT1"
"46","RABGAP1L",2.76713293569429e-10,1.01631155988849,0.602,0.416,2.53386362921526e-05,"Normal","RABGAP1L","AT1"
"47","MYO1D",2.82636067345931e-10,0.884541880284333,0.642,0.438,2.58809846868669e-05,"Normal","MYO1D","AT1"
"48","STEAP1B",2.86618032240193e-10,1.11150956355149,0.491,0.245,2.62456132122344e-05,"Normal","STEAP1B","AT1"
"49","WWOX",3.82778590191592e-10,1.1637008015367,0.491,0.262,3.50510355038441e-05,"Normal","WWOX","AT1"
"50","ATF7IP2",3.85305477633876e-10,0.936383759924443,0.615,0.395,3.52824225869341e-05,"Normal","ATF7IP2","AT1"
"51","POLR2J4",4.0590229170719e-10,1.62538192317733,0.365,0.146,3.71684728516274e-05,"Normal","POLR2J4","AT1"
"52","ZFAND3",4.29353614295408e-10,0.814560269720102,0.647,0.416,3.93159104610305e-05,"Normal","ZFAND3","AT1"
"53","AOPEP",9.52237329511156e-10,1.25193889593213,0.438,0.215,8.71963722633366e-05,"Normal","AOPEP","AT1"
"54","CYP2B7P",1.03613593342973e-09,1.05180128264806,0.537,0.292,9.48789674241608e-05,"Normal","CYP2B7P","AT1"
"55","MAGI3",1.05247143476872e-09,0.653777520958161,0.748,0.622,9.63748092817715e-05,"Normal","MAGI3","AT1"
"56","FAF1",1.13104957190216e-09,1.35518753550856,0.441,0.232,0.000103570209299081,"Normal","FAF1","AT1"
"57","DIAPH2",1.71677995371203e-09,0.971732178916835,0.599,0.433,0.000157205540361411,"Normal","DIAPH2","AT1"
"58","FTX",2.41271355828252e-09,1.02469073658238,0.587,0.429,0.000220932180531931,"Normal","FTX","AT1"
"59","SVIL",6.95510473103971e-09,0.850949850192735,0.61,0.429,0.000636878940221306,"Normal","SVIL","AT1"
"60","RERE",7.5718453259458e-09,0.827945699737008,0.615,0.451,0.000693353876496857,"Normal","RERE","AT1"
"61","SLC9C1",8.20579970072685e-09,1.55691315879717,0.327,0.129,0.000751405078595558,"Normal","SLC9C1","AT1"
"62","ZNF385B",1.01710844884005e-08,1.81920307442435,0.388,0.21,0.000931366206602835,"Normal","ZNF385B","AT1"
"63","SHANK2",1.09283814979535e-08,0.834852788659992,0.63,0.451,0.0010007118937676,"Normal","SHANK2","AT1"
"64","BTBD9",1.09610801328008e-08,0.853308118422481,0.602,0.433,0.00100370610776057,"Normal","BTBD9","AT1"
"65","MYO9A",1.15025863072678e-08,0.891364635989069,0.605,0.481,0.00105329182815652,"Normal","MYO9A","AT1"
"66","PTK2",1.20458088233532e-08,0.916912077707662,0.572,0.391,0.00110303471395445,"Normal","PTK2","AT1"
"67","MRTFA",1.24246011785848e-08,1.10324208559155,0.421,0.206,0.00113772072992301,"Normal","MRTFA","AT1"
"68","LPP",1.31017383321649e-08,0.456703577587109,0.801,0.695,0.00119972617907634,"Normal","LPP","AT1"
"69","LIMCH1",1.31192631705273e-08,0.423953590850359,0.831,0.773,0.00120133092852518,"Normal","LIMCH1","AT1"
"70","PTPRM",1.54965264507633e-08,0.982869411345448,0.542,0.361,0.0014190169270964,"Normal","PTPRM","AT1"
"71","AKAP13",1.62526609854667e-08,0.481476367708751,0.856,0.781,0.00148825616643919,"Normal","AKAP13","AT1"
"72","SDHAP2",1.9368844565192e-08,1.62609611104116,0.297,0.107,0.00177360509683463,"Normal","SDHAP2","AT1"
"73","NPIPB3",2.08414510429213e-08,1.33747942485915,0.403,0.215,0.0019084516720003,"Normal","NPIPB3","AT1"
"74","PALM2AKAP2",2.44876336788867e-08,1.54875401919397,0.353,0.172,0.00224233261597565,"Normal","PALM2AKAP2","AT1"
"75","MAML2",2.47834927056119e-08,1.03787351397308,0.531,0.361,0.00226942442705288,"Normal","MAML2","AT1"
"76","SPIDR",2.79331220457757e-08,1.0466752824782,0.484,0.3,0.00255783598573168,"Normal","SPIDR","AT1"
"77","ACOXL",3.55689257746951e-08,1.6950514680012,0.282,0.103,0.00325704653318883,"Normal","ACOXL","AT1"
"78","C4BPA",4.54866007205694e-08,1.21816686859136,0.327,0.133,0.00416520802798254,"Normal","C4BPA","AT1"
"79","NPIPB5",4.81068750133764e-08,0.970835057972,0.514,0.335,0.00440514654497488,"Normal","NPIPB5","AT1"
"80","RBFOX2",5.57611091981566e-08,0.686712412564575,0.655,0.468,0.0051060447692752,"Normal","RBFOX2","AT1"
"81","ACACA",6.03753465326468e-08,1.17169457356027,0.463,0.288,0.00552857048199446,"Normal","ACACA","AT1"
"82","IMMP2L",6.33399582695305e-08,1.16012892654571,0.481,0.326,0.0058000399787409,"Normal","IMMP2L","AT1"
"84","GLCCI1",6.96617853591383e-08,1.22955528532501,0.463,0.296,0.00637892968533629,"Normal","GLCCI1","AT1"
"85","AFF3",7.43486394966524e-08,2.30616258232872,0.242,0.082,0.00680810491870846,"Normal","AFF3","AT1"
"86","TNIK",7.46304093416465e-08,1.55744794143607,0.277,0.099,0.00683390658341457,"Normal","TNIK","AT1"
"87","SCHLAP1",8.22475702511505e-08,0.915892479451003,0.496,0.279,0.00753141000789785,"Normal","SCHLAP1","AT1"
"88","LRBA",8.24326913612623e-08,0.812515956462943,0.592,0.425,0.00754836154795079,"Normal","LRBA","AT1"
"89","TBC1D5",9.10160521181885e-08,1.09923324032714,0.466,0.296,0.00833433989246252,"Normal","TBC1D5","AT1"
"90","H3-3B",9.23083744388688e-08,0.924725699711082,0.476,0.279,0.00845267784736722,"Normal","H3-3B","AT1"
"91","ST7",9.36948584777658e-08,1.2012211956313,0.436,0.253,0.00857963819080901,"Normal","ST7","AT1"
"92","TMEM163",9.82054094612508e-08,1.82132851199975,0.257,0.09,0.00899266934436673,"Normal","TMEM163","AT1"
"93","TRIO",1.01366629833922e-07,0.871581214397766,0.559,0.399,0.00928214229389224,"Normal","TRIO","AT1"
"94","SRPK2",1.14891560017271e-07,1.07536070829101,0.486,0.33,0.0105206201507815,"Normal","SRPK2","AT1"
"95","DOCK5",1.1526383514125e-07,0.803617465493752,0.592,0.451,0.0105547093838843,"Normal","DOCK5","AT1"
"96","PTPRG",1.3629892377651e-07,1.32846701307875,0.363,0.18,0.012480892450215,"Normal","PTPRG","AT1"
"97","KANK1",1.55876439726536e-07,1.27461271225737,0.423,0.262,0.0142736055857589,"Normal","KANK1","AT1"
"98","DLG1",1.62866746825948e-07,0.946905717067143,0.509,0.343,0.0149137080068521,"Normal","DLG1","AT1"
"99","EXOC4",1.77839983180155e-07,0.974941847231272,0.506,0.335,0.0162848072598068,"Normal","EXOC4","AT1"
"100","SSBP2",1.91278155050605e-07,1.27967018242065,0.398,0.227,0.0175153406579839,"Normal","SSBP2","AT1"
"101","SIPA1L3",2.00594278419483e-07,1.18995832565014,0.431,0.266,0.018368418074872,"Normal","SIPA1L3","AT1"
"102","CADPS2",2.03282852758307e-07,1.2244617335113,0.383,0.202,0.0186146108270781,"Normal","CADPS2","AT1"
"103","ADCY9",2.04385350673516e-07,1.05774072431769,0.496,0.339,0.0187155665611739,"Normal","ADCY9","AT1"
"104","ROS1",2.27922649647506e-07,1.85712532073739,0.224,0.069,0.0208708770282221,"Normal","ROS1","AT1"
"105","NIBAN2",3.18334934334687e-07,1.10768072233816,0.398,0.215,0.0291499299370273,"Normal","NIBAN2","AT1"
"106","ANK3",3.80130448016955e-07,0.906079151133829,0.514,0.352,0.0348085451249126,"Normal","ANK3","AT1"
"107","DTX2P1-UPK3BP1-PMS2P11",3.87157886630938e-07,1.43543462588802,0.32,0.15,0.035452047678795,"Normal","DTX2P1-UPK3BP1-PMS2P11","AT1"
"108","DLG2",3.90690143640005e-07,1.43464491848243,0.353,0.185,0.0357754964531153,"Normal","DLG2","AT1"
"109","CADM1",4.07654961450532e-07,0.419356485122039,0.771,0.704,0.0373289648200252,"Normal","CADM1","AT1"
"110","GCNT2",4.09424247301749e-07,0.86704896692055,0.524,0.369,0.0374909783254212,"Normal","GCNT2","AT1"
"111","SPRED2",4.12561340728561e-07,1.28999734055181,0.385,0.219,0.0377782419705143,"Normal","SPRED2","AT1"
"112","CELF2",4.81536813278112e-07,0.442743841837055,0.793,0.717,0.0440943259918767,"Normal","CELF2","AT1"
"113","KDM4C",5.10148855190037e-07,1.23496718901026,0.383,0.219,0.0467143306697517,"Normal","KDM4C","AT1"
"114","RANBP17",5.13201334226241e-07,0.788367987832137,0.589,0.472,0.0469938461750969,"Normal","RANBP17","AT1"
"115","PARD3B",5.20553927582263e-07,0.85649373106875,0.499,0.335,0.0476671231487078,"Normal","PARD3B","AT1"
"906","H3F3B",2.83373329540019e-27,2.21798048370108,0.511,0.123,2.59484957859795e-22,"COPD","H3F3B","AT1"
"909","CALM2",3.56806943730401e-25,2.06100976308318,0.498,0.126,3.26728118373929e-20,"COPD","CALM2","AT1"
"911","HLA-B",1.02283698503034e-24,1.34119434356699,0.807,0.436,9.36611827192283e-20,"COPD","HLA-B","AT1"
"912","FTH1",3.50578901925101e-24,2.02313463534648,0.592,0.217,3.21025100492815e-19,"COPD","FTH1","AT1"
"913","H3F3A",6.89419855262053e-24,2.40048731269075,0.459,0.113,6.31301761463462e-19,"COPD","H3F3A","AT1"
"915","ADIRF",1.49266613329718e-21,1.86891094627344,0.511,0.171,1.36683437826023e-16,"COPD","ADIRF","AT1"
"916","EEF1A1",3.08926938640425e-21,1.18704335498795,0.79,0.499,2.82884397713037e-16,"COPD","EEF1A1","AT1"
"917","MCL1",3.49852851234606e-21,2.40082956326431,0.395,0.093,3.20360255875528e-16,"COPD","MCL1","AT1"
"918","HLA-A",4.13091396367193e-21,1.32854247535325,0.747,0.398,3.78267791653439e-16,"COPD","HLA-A","AT1"
"919","MTRNR2L12",1.37485411112289e-20,2.18425404394875,0.421,0.106,1.25895390955523e-15,"COPD","MTRNR2L12","AT1"
"920","MUC1",2.519052881515e-20,2.54860469609569,0.305,0.04,2.30669672360329e-15,"COPD","MUC1","AT1"
"922","CLDN7",8.14950581608083e-19,1.95337202637835,0.412,0.113,7.46250247578522e-14,"COPD","CLDN7","AT1"
"923","PRDX1",8.74805228964325e-19,1.58427901452645,0.562,0.217,8.01059148162633e-14,"COPD","PRDX1","AT1"
"924","NKX2-1",1.18278566599506e-18,2.01004476581307,0.403,0.108,1.08307683435168e-13,"COPD","NKX2-1","AT1"
"925","RARRES3",4.01598695880485e-17,2.22256912151527,0.365,0.096,3.6774392581776e-12,"COPD","RARRES3","AT1"
"926","B2M",5.61583578744756e-17,0.667136015738507,0.936,0.768,5.14242083056573e-12,"COPD","B2M","AT1"
"927","ICAM1",7.32700009888992e-17,1.53922563344733,0.532,0.229,6.7093339905535e-12,"COPD","ICAM1","AT1"
"928","GAPDH",2.10350124316699e-16,2.07157056760589,0.421,0.141,1.92617608836802e-11,"COPD","GAPDH","AT1"
"929","SEPT7",2.22080584038574e-16,2.4649560697913,0.292,0.058,2.03359190804122e-11,"COPD","SEPT7","AT1"
"930","ARPC3",2.70712616427312e-16,2.09365623282956,0.361,0.098,2.4789154286249e-11,"COPD","ARPC3","AT1"
"931","HLA-C",3.0005538978727e-16,1.16847996865848,0.708,0.406,2.74760720428203e-11,"COPD","HLA-C","AT1"
"932","TMBIM4",3.99772260878382e-16,2.22494416546413,0.322,0.078,3.66071459286334e-11,"COPD","TMBIM4","AT1"
"933","UBB",4.05333326541122e-16,1.81859319143278,0.459,0.166,3.71163727113705e-11,"COPD","UBB","AT1"
"934","TUBA1B",5.97167108983064e-16,2.05852588209393,0.373,0.111,5.46825921695792e-11,"COPD","TUBA1B","AT1"
"936","PTMA",1.52591933594061e-15,0.967889269748556,0.811,0.506,1.39728433592082e-10,"COPD","PTMA","AT1"
"937","CLIC1",8.2547721215087e-15,2.06754392162562,0.343,0.098,7.55889483166551e-10,"COPD","CLIC1","AT1"
"938","CTSD",2.20043745098711e-14,1.90009432587477,0.348,0.103,2.0149405738689e-09,"COPD","CTSD","AT1"
"940","TPT1",5.3419235104584e-14,0.918788086367892,0.811,0.559,4.89159935852676e-09,"COPD","TPT1","AT1"
"941","EPCAM",1.36946488210921e-13,1.0748243474157,0.627,0.327,1.25401899254741e-08,"COPD","EPCAM","AT1"
"942","NEDD8",1.68192271621857e-13,2.19939717798945,0.283,0.073,1.54013663124134e-08,"COPD","NEDD8","AT1"
"943","BTG1",1.8564007059216e-13,1.84175922782056,0.292,0.071,1.69990612641241e-08,"COPD","BTG1","AT1"
"944","PCBP1",4.19345313308995e-13,1.67161553729311,0.343,0.103,3.83994503397046e-08,"COPD","PCBP1","AT1"
"945","KRT18",4.92451236946325e-13,0.783623441709032,0.781,0.544,4.5093759767175e-08,"COPD","KRT18","AT1"
"946","MYL12B",5.26873396403653e-13,0.862730424492205,0.73,0.416,4.82457969086825e-08,"COPD","MYL12B","AT1"
"947","SPTSSA",5.42363817792276e-13,1.85346623686955,0.313,0.093,4.96642547952387e-08,"COPD","SPTSSA","AT1"
"948","CYR61",5.50723286122856e-13,1.83787121502376,0.343,0.116,5.04297313102699e-08,"COPD","CYR61","AT1"
"949","TSTD1",5.5135211583112e-13,2.22957862065953,0.296,0.083,5.04873132466556e-08,"COPD","TSTD1","AT1"
"950","SUMO2",9.26831526274668e-13,1.63802191986591,0.382,0.139,8.48699628609714e-08,"COPD","SUMO2","AT1"
"951","SEPT2",1.09089007860294e-12,1.94046940009144,0.27,0.071,9.98928044976715e-08,"COPD","SEPT2","AT1"
"952","MIR222HG",1.43324871685579e-12,2.89221887821592,0.129,0.003,1.31242585002485e-07,"COPD","MIR222HG","AT1"
"953","MARCH6",1.43939886480976e-12,1.78312319000216,0.292,0.081,1.31805754050629e-07,"COPD","MARCH6","AT1"
"954","C19orf33",1.75468419893106e-12,1.54343004924494,0.343,0.111,1.60676432096117e-07,"COPD","C19orf33","AT1"
"955","IER3",2.98067531199661e-12,1.99312372600833,0.227,0.045,2.7294043831953e-07,"COPD","IER3","AT1"
"956","NDUFA4",3.99219889314821e-12,1.06921645637666,0.635,0.348,3.65565652645581e-07,"COPD","NDUFA4","AT1"
"957","RGCC",4.80158074566948e-12,1.13077033601675,0.584,0.335,4.39680748880954e-07,"COPD","RGCC","AT1"
"959","KDELR2",6.76887123738182e-12,2.03151512001867,0.245,0.058,6.19825539207054e-07,"COPD","KDELR2","AT1"
"960","C12orf49",6.78313098430079e-12,1.69994277153875,0.322,0.103,6.21131304232423e-07,"COPD","C12orf49","AT1"
"962","H1FX",1.37220064920217e-11,1.8406334636267,0.27,0.076,1.25652413447443e-06,"COPD","H1FX","AT1"
"963","AQP1",1.99268053021471e-11,1.90396160603551,0.258,0.068,1.82469756151761e-06,"COPD","AQP1","AT1"
"964","SEPT10",2.46788831478509e-11,1.96712123773688,0.253,0.068,2.25984532984871e-06,"COPD","SEPT10","AT1"
"967","FKBP1A",3.49141755502092e-11,2.44567453207926,0.236,0.06,3.19709105513266e-06,"COPD","FKBP1A","AT1"
"968","STUB1",3.73867481828459e-11,2.28082563617553,0.227,0.055,3.4235045311032e-06,"COPD","STUB1","AT1"
"969","PTP4A2",3.77234251424192e-11,1.59190594034786,0.352,0.131,3.45433404029133e-06,"COPD","PTP4A2","AT1"
"970","IGFBP7",4.1145642876896e-11,1.03217438568802,0.601,0.335,3.76770651823736e-06,"COPD","IGFBP7","AT1"
"971","SELENOP",4.15546838792383e-11,1.08018037368662,0.442,0.189,3.80516240282185e-06,"COPD","SELENOP","AT1"
"972","DDOST",4.71444456293897e-11,2.71118756606416,0.18,0.03,4.31701688628321e-06,"COPD","DDOST","AT1"
"974","CHCHD2",6.18605386335103e-11,1.22617685657146,0.536,0.277,5.66456952267054e-06,"COPD","CHCHD2","AT1"
"976","CD63",7.0621575506377e-11,0.777131423359469,0.768,0.504,6.46681766911894e-06,"COPD","CD63","AT1"
"978","TAP1",8.98520842302911e-11,2.05134478391102,0.219,0.05,8.22775535296775e-06,"COPD","TAP1","AT1"
"979","OST4",9.04360012547635e-11,1.18179794894948,0.468,0.212,8.28122463489869e-06,"COPD","OST4","AT1"
"980","SSFA2",1.50639885125007e-10,1.95990784573407,0.266,0.083,1.37940942808969e-05,"COPD","SSFA2","AT1"
"981","NDUFC2",1.53468535100465e-10,2.12854104899004,0.249,0.073,1.40531137591496e-05,"COPD","NDUFC2","AT1"
"982","KRT8",1.71665700467225e-10,0.809839758784741,0.708,0.461,1.57194281917838e-05,"COPD","KRT8","AT1"
"985","MRFAP1",1.82421141879103e-10,1.32078686617484,0.399,0.166,1.67043039618694e-05,"COPD","MRFAP1","AT1"
"986","HINT1",2.36833403493457e-10,1.0548737241319,0.601,0.32,2.16868347578958e-05,"COPD","HINT1","AT1"
"987","CTGF",2.42168049346928e-10,1.53156430549277,0.27,0.081,2.21753282786982e-05,"COPD","CTGF","AT1"
"989","TMEM179B",3.29615653601897e-10,2.13145267222575,0.227,0.06,3.01829054003257e-05,"COPD","TMEM179B","AT1"
"990","IL32",3.96574976963417e-10,0.997027688482199,0.584,0.332,3.63143706405401e-05,"COPD","IL32","AT1"
"991","IFI27",4.40699112039078e-10,1.08397559944868,0.614,0.332,4.03548176894184e-05,"COPD","IFI27","AT1"
"992","HSPA5",4.50272237371376e-10,1.00597027750829,0.485,0.234,4.12314287760969e-05,"COPD","HSPA5","AT1"
"993","VAMP2",4.99655984131097e-10,1.64468760965506,0.262,0.081,4.57534984668846e-05,"COPD","VAMP2","AT1"
"996","DYNC1LI2",6.65070781816268e-10,1.4385563372266,0.326,0.121,6.09005314909156e-05,"COPD","DYNC1LI2","AT1"
"997","CALR",6.85505533019028e-10,1.27672164222504,0.429,0.207,6.27717416585524e-05,"COPD","CALR","AT1"
"998","DDT",7.45671802120261e-10,1.63311015203373,0.262,0.083,6.82811669201523e-05,"COPD","DDT","AT1"
"999","EIF1",7.76455506501104e-10,0.66878035161945,0.807,0.589,7.11000307303061e-05,"COPD","EIF1","AT1"
"1000","PPIB",9.85474536874502e-10,1.63317019676679,0.296,0.108,9.02399033415981e-05,"COPD","PPIB","AT1"
"1001","MYL12A",1.03184793816798e-09,0.802629859122253,0.721,0.448,9.4486315698042e-05,"COPD","MYL12A","AT1"
"1002","PRSS8",1.03222419817284e-09,1.35073549402117,0.33,0.126,9.45207698266873e-05,"COPD","PRSS8","AT1"
"1003","EEF1D",1.1342796552488e-09,1.36196417679595,0.318,0.126,0.000103865988031133,"COPD","EEF1D","AT1"
"1004","PERP",1.18041697025739e-09,0.949024766273745,0.541,0.292,0.000108090781966469,"COPD","PERP","AT1"
"1005","CCDC84",1.33675357325826e-09,1.793439266561,0.206,0.053,0.000122406524703259,"COPD","CCDC84","AT1"
"1006","MT1E",1.40545887116752e-09,1.09751174260042,0.476,0.242,0.00012869786883281,"COPD","MT1E","AT1"
"1007","DAD1",2.25043816732204e-09,1.14537218564138,0.425,0.196,0.00020607262298168,"COPD","DAD1","AT1"
"1008","LEPROT",2.35372142609725e-09,0.89485328305989,0.528,0.267,0.000215530270987725,"COPD","LEPROT","AT1"
"1009","ITM2B",2.39289608698684e-09,0.774756171176623,0.674,0.463,0.000219117494685385,"COPD","ITM2B","AT1"
"1013","WDR6",3.29120053127358e-09,1.94934610022322,0.215,0.06,0.000301375232648722,"COPD","WDR6","AT1"
"1015","S100A10",4.27823629511153e-09,0.565494748162819,0.781,0.627,0.000391758097543363,"COPD","S100A10","AT1"
"1016","LAPTM4A",4.52072403835012e-09,0.937962147895747,0.562,0.305,0.000413962700191721,"COPD","LAPTM4A","AT1"
"1018","ARL6IP4",4.80324046862018e-09,1.48645198139692,0.223,0.065,0.000439832729711549,"COPD","ARL6IP4","AT1"
"1019","JTB",4.80374112314734e-09,1.09756243610001,0.382,0.166,0.000439878574646602,"COPD","JTB","AT1"
"1020","P4HB",4.95160814586253e-09,1.12996201035089,0.481,0.249,0.000453418757916631,"COPD","P4HB","AT1"
"1021","KIF1BP",4.95216362919142e-09,2.29996143192735,0.146,0.025,0.000453469623525058,"COPD","KIF1BP","AT1"
"1022","MYADM",5.46807049059604e-09,1.00743370978124,0.455,0.224,0.000500711214823879,"COPD","MYADM","AT1"
"1023","MARCH7",5.64378801579921e-09,1.93431227134675,0.189,0.048,0.000516801668606734,"COPD","MARCH7","AT1"
"1024","JUND",6.79006072734324e-09,0.606812179517203,0.725,0.494,0.000621765860802821,"COPD","JUND","AT1"
"1025","CD81",7.31509341032397e-09,0.904168902556228,0.567,0.325,0.000669843103583366,"COPD","CD81","AT1"
"1026","EID1",7.52263922826361e-09,1.06419412001505,0.494,0.254,0.000688848074132099,"COPD","EID1","AT1"
"1027","PRELID1",7.52813261184564e-09,2.00820135576768,0.193,0.05,0.000689351103266705,"COPD","PRELID1","AT1"
"1028","C5orf24",9.03896229616087e-09,1.52522206865651,0.227,0.068,0.000827697777459451,"COPD","C5orf24","AT1"
"1029","TUBA1A",1.00239477053048e-08,1.14410684791061,0.459,0.237,0.000917892891374759,"COPD","TUBA1A","AT1"
"1030","FAU",1.02496666240208e-08,0.871559959204987,0.674,0.421,0.000938561972761584,"COPD","FAU","AT1"
"1031","SPSB3",1.04981161225564e-08,1.86015023473374,0.206,0.058,0.00096131249334249,"COPD","SPSB3","AT1"
"1032","KRT10",1.06742145254007e-08,1.41290777806815,0.33,0.141,0.000977437824090945,"COPD","KRT10","AT1"
"1033","OAZ1",1.13646219454907e-08,0.84482197373273,0.67,0.408,0.00104065843154858,"COPD","OAZ1","AT1"
"1034","SSR4",1.15011470227916e-08,1.00865066099664,0.446,0.219,0.00105316003287703,"COPD","SSR4","AT1"
"1035","CERS2",1.16386147746253e-08,1.45998884627783,0.262,0.093,0.00106574795491244,"COPD","CERS2","AT1"
"1036","CCND1",1.23879344902222e-08,1.34571168221764,0.408,0.207,0.00113436316126965,"COPD","CCND1","AT1"
"1037","PABPN1",1.31194769784264e-08,2.04936344434916,0.202,0.058,0.0012013505069145,"COPD","PABPN1","AT1"
"1038","PLCG2",1.3332138987182e-08,1.46200712628878,0.288,0.113,0.00122082396705625,"COPD","PLCG2","AT1"
"1039","KRT7",1.48595537032016e-08,0.617018048455668,0.828,0.587,0.00136068933260217,"COPD","KRT7","AT1"
"1041","IRF2BP2",1.57345631694031e-08,1.01273294489651,0.416,0.199,0.00144081394942224,"COPD","IRF2BP2","AT1"
"1043","COX6A1",1.69366766858024e-08,0.914690925144712,0.575,0.325,0.00155089148411893,"COPD","COX6A1","AT1"
"1044","AES",1.69374390540892e-08,1.59750573768921,0.258,0.093,0.00155096129418295,"COPD","AES","AT1"
