"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZNF254",0.000377566000799359,0.308558239807755,0.265,0.224,1,"Normal","ZNF254"
"SUSD1",0.00038269723337563,0.335152861991638,0.273,0.238,1,"Normal","SUSD1"
"POM121",0.000384676400255848,0.346036210292587,0.306,0.272,1,"Normal","POM121"
"RARS2",0.00038572970461367,0.355609884633213,0.262,0.225,1,"Normal","RARS2"
"SNHG31",0.000386851049926574,0.142319008034534,0.575,0.52,1,"Normal","SNHG31"
"TNRC18",0.000386984180055177,0.452549846196793,0.221,0.187,1,"Normal","TNRC18"
"ARHGAP18",0.000387367983709447,0.172079474252197,0.619,0.593,1,"Normal","ARHGAP18"
"NELFCD",0.000389839405550311,0.5270777895862,0.209,0.176,1,"Normal","NELFCD"
"ND4L",0.000392661087634993,0.130509509673355,0.979,0.881,1,"Normal","ND4L"
"AP4S1",0.000398910432071995,0.329228411109044,0.112,0.082,1,"Normal","AP4S1"
"ZNF432",0.000404457500463451,0.467166787663418,0.165,0.131,1,"Normal","ZNF432"
"MIR99AHG",0.000406895353301115,0.324477419488823,0.162,0.127,1,"Normal","MIR99AHG"
"GSE1",0.000414080574185644,0.308328766689209,0.216,0.18,1,"Normal","GSE1"
"ATP9B",0.000428638294638953,0.18967741945069,0.594,0.565,1,"Normal","ATP9B"
"IL6ST",0.000431322250923664,0.0854637648323764,0.89,0.874,1,"Normal","IL6ST"
"SEPTIN9",0.000433558187457427,0.110657398244291,0.653,0.594,1,"Normal","SEPTIN9"
"ESCO1",0.000434094780826147,0.444541869085526,0.205,0.17,1,"Normal","ESCO1"
"USP9X",0.000441527816293696,0.189858232411302,0.564,0.54,1,"Normal","USP9X"
"NT5C2",0.00044174407460631,0.245516003961468,0.472,0.437,1,"Normal","NT5C2"
"DYM",0.000444258530877439,0.240299200030745,0.454,0.414,1,"Normal","DYM"
"DUSP16",0.00045057224958968,0.323035901631777,0.171,0.136,1,"Normal","DUSP16"
"ACSL3",0.000450829693488858,0.191141719145796,0.6,0.585,1,"Normal","ACSL3"
"NAV1",0.000451729177579713,0.468852546919682,0.154,0.121,1,"Normal","NAV1"
"TMEM117",0.000452605232405889,0.36936406463446,0.187,0.151,1,"Normal","TMEM117"
"HAVCR2",0.000458307811126069,0.223653954885259,0.507,0.486,1,"Normal","HAVCR2"
"NUMB",0.000466405371274254,0.142499933758583,0.695,0.669,1,"Normal","NUMB"
"ZMIZ1",0.000466641586576053,0.194692032171585,0.509,0.468,1,"Normal","ZMIZ1"
"ATRN",0.000469669755308363,0.444641823060658,0.217,0.184,1,"Normal","ATRN"
"RGPD4",0.000470048304897932,0.313609252558625,0.202,0.164,1,"Normal","RGPD4"
"DTNA",0.000475923561055859,0.386594720860074,0.202,0.165,1,"Normal","DTNA"
"PPFIA1",0.000476977779375296,0.219952654182019,0.474,0.446,1,"Normal","PPFIA1"
"THOC1",0.000477693366182401,0.462076204817131,0.181,0.148,1,"Normal","THOC1"
"TCP1",0.00048093219333804,0.410541518051168,0.269,0.24,1,"Normal","TCP1"
"MRPL18",0.000486961425185346,0.38204339679954,0.28,0.255,1,"Normal","MRPL18"
"RERE",0.000490950297198262,0.197074018600718,0.476,0.435,1,"Normal","RERE"
"INPP5B",0.000502009716993963,0.480588583080722,0.196,0.162,1,"Normal","INPP5B"
"PTGES3",0.000507795092866448,0.166472199523116,0.584,0.567,1,"Normal","PTGES3"
"SENP5",0.000508729432991303,0.284088931716609,0.328,0.287,1,"Normal","SENP5"
"GPD2",0.000516666507847138,0.245699130458489,0.506,0.474,1,"Normal","GPD2"
"XPO4",0.000521982605646076,0.34978140397933,0.219,0.182,1,"Normal","XPO4"
"ANKS1A",0.00052313326109777,0.237656191131902,0.466,0.431,1,"Normal","ANKS1A"
"SPECC1L",0.000526273022598347,0.444585387740294,0.192,0.158,1,"Normal","SPECC1L"
"SPATA5",0.000547051762724585,0.354565666945117,0.211,0.174,1,"Normal","SPATA5"
"ZFAND6",0.000549578051214029,0.141460447236156,0.65,0.632,1,"Normal","ZFAND6"
"HEIH",0.000558695196508707,0.379269601016989,0.145,0.113,1,"Normal","HEIH"
"EHD4",0.000560269658541026,0.296535092855745,0.331,0.3,1,"Normal","EHD4"
"TTC19",0.00056446258276773,0.201234644844079,0.395,0.356,1,"Normal","TTC19"
"RNF122",0.000572262892717054,0.399714209938803,0.121,0.091,1,"Normal","RNF122"
"HDAC8",0.000581852559684365,0.429493884501397,0.213,0.179,1,"Normal","HDAC8"
"AKAP10",0.000589453348043682,0.373310621503358,0.227,0.192,1,"Normal","AKAP10"
"VCAN",0.00060523026590594,0.273776251131378,0.407,0.37,1,"Normal","VCAN"
"FAM20A",0.000614011063657133,0.456456659477814,0.11,0.082,1,"Normal","FAM20A"
"ZNF804A",0.000618702873816376,0.302329683590098,0.219,0.181,1,"Normal","ZNF804A"
"CCNT1",0.000625787181228473,0.445383520441652,0.171,0.138,1,"Normal","CCNT1"
"PSME4",0.00062998546243305,0.154636088916582,0.62,0.6,1,"Normal","PSME4"
"RRP12",0.000631690448818941,0.391032043375665,0.226,0.191,1,"Normal","RRP12"
"RELCH",0.000631692257654791,0.36666057583599,0.182,0.147,1,"Normal","RELCH"
"MARCHF7",0.000633689833203249,0.227938163788848,0.336,0.292,1,"Normal","MARCHF7"
"PRR14L",0.000634531596335608,0.48231707929915,0.179,0.148,1,"Normal","PRR14L"
"GAS7",0.000637583077068747,0.352441917517837,0.358,0.329,1,"Normal","GAS7"
"BTBD9",0.000642509803370129,0.177473395972411,0.513,0.466,1,"Normal","BTBD9"
"PTPRG",0.000659155098251768,0.23167559491393,0.228,0.189,1,"Normal","PTPRG"
"TRIM38",0.000669729996678199,0.348759452780128,0.346,0.317,1,"Normal","TRIM38"
"CSF3R",0.00067493560461307,0.44514520362118,0.225,0.192,1,"Normal","CSF3R"
"U2AF1",0.000679511581173524,0.229014765260069,0.337,0.295,1,"Normal","U2AF1"
"C11orf80",0.000681798207190188,0.296968877146999,0.108,0.08,1,"Normal","C11orf80"
"MALT1",0.000683455639935609,0.367775124861528,0.25,0.215,1,"Normal","MALT1"
"CLVS1",0.000687853387437767,0.168809910107559,0.493,0.45,1,"Normal","CLVS1"
