"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EIF4A3",0.00369640746544787,0.13592605472829,0.303,0.267,1,"COPD","EIF4A3"
"PDK1",0.00371269117556303,0.183102324909518,0.162,0.135,1,"COPD","PDK1"
"CBLB",0.00371759078081489,0.196216278623933,0.192,0.163,1,"COPD","CBLB"
"TLR4",0.00372816501787366,0.130654139461716,0.261,0.227,1,"COPD","TLR4"
"SNX18",0.00373848255057924,0.187581695113519,0.155,0.129,1,"COPD","SNX18"
"NIPA2",0.00375857895345355,0.0815247073661626,0.118,0.094,1,"COPD","NIPA2"
"DHRS4L2",0.00378024427221126,0.165424768239928,0.123,0.099,1,"COPD","DHRS4L2"
"HOTAIRM1",0.00387652357006462,0.151626211403549,0.184,0.155,1,"COPD","HOTAIRM1"
"ARPP19",0.003914599627498,0.138799137154863,0.189,0.158,1,"COPD","ARPP19"
"ATL3",0.00391923638641639,0.13211454037312,0.121,0.097,1,"COPD","ATL3"
"NOSIP",0.00395024888684793,0.178535422056094,0.143,0.118,1,"COPD","NOSIP"
"AKAP9",0.00397217262189174,0.12775838909139,0.258,0.223,1,"COPD","AKAP9"
"PSMC2",0.00399786603102862,0.192103199149512,0.133,0.109,1,"COPD","PSMC2"
"UQCRH",0.00402620209217105,0.102051263527474,0.563,0.514,1,"COPD","UQCRH"
"FKBP2",0.00405154519199232,0.191546453087296,0.273,0.239,1,"COPD","FKBP2"
"FKBP15",0.00405559022386048,0.134911414168092,0.198,0.168,1,"COPD","FKBP15"
"RAD21",0.00410829032377902,0.129931004105277,0.234,0.2,1,"COPD","RAD21"
"EXOC3",0.00424970635257056,0.214127565269702,0.105,0.084,1,"COPD","EXOC3"
"NUDT21",0.00428032894555032,0.184559539428593,0.121,0.098,1,"COPD","NUDT21"
"PRELID3B",0.00428171338802106,0.197695086367003,0.117,0.095,1,"COPD","PRELID3B"
"C15orf48",0.00428284505490884,0.174158342149105,0.23,0.199,1,"COPD","C15orf48"
"PTAFR",0.00431234507472042,0.0984168320772441,0.229,0.196,1,"COPD","PTAFR"
"BTF3L4",0.00433545728510227,0.128212635137208,0.222,0.19,1,"COPD","BTF3L4"
"CNDP2",0.00433561440892136,0.101263780488578,0.221,0.189,1,"COPD","CNDP2"
"PATL1",0.00435712956815652,0.133121227415554,0.13,0.105,1,"COPD","PATL1"
"DNPH1",0.00445130293873679,0.306256322383898,0.1,0.08,1,"COPD","DNPH1"
"BST1",0.00451576897884073,0.180943939140035,0.155,0.129,1,"COPD","BST1"
"S100A9",0.00451604421996252,0.0968982587441873,0.845,0.79,1,"COPD","S100A9"
"CLK3",0.00451784206129793,0.22004128748248,0.106,0.085,1,"COPD","CLK3"
"ETS2",0.0046532517640207,0.067351944191071,0.739,0.695,1,"COPD","ETS2"
"ECH1",0.00471579454999263,0.233001879710386,0.188,0.16,1,"COPD","ECH1"
"HSD17B10",0.00473053026133812,0.217236787740017,0.174,0.148,1,"COPD","HSD17B10"
"IMMT",0.00479012816413847,0.158359308521305,0.164,0.137,1,"COPD","IMMT"
"ARHGAP30",0.0048502616967628,0.11135541234301,0.277,0.242,1,"COPD","ARHGAP30"
"KLF13",0.00485656809358692,0.118409690533956,0.169,0.142,1,"COPD","KLF13"
