"","experiment","accession","counts"
"11419","GSE161382","LungTranscriptome7239219_LUNG",0
"11420","GSE167295","LungTranscriptome7239219_LUNG",0
"11421","GSE168191","LungTranscriptome7239219_LUNG",0
"11422","GSE169471","LungTranscriptome7239219_LUNG",0
"11423","GSE171524","LungTranscriptome7239219_LUNG",0
"11424","GSE173896","LungTranscriptome7239219_LUNG",0
"11425","GSE181388","LungTranscriptome7239219_LUNG",0
"11426","GSE196303","LungTranscriptome7239219_LUNG",0
"11427","GSE196341","LungTranscriptome7239219_LUNG",0
"11428","GSE227136","LungTranscriptome7239219_LUNG",0
"11429","HCL","LungTranscriptome7239219_LUNG",0
"11430","HTAN_MSK","LungTranscriptome7239219_LUNG",0
"11431","munich_cohort_human","LungTranscriptome7239219_LUNG",0
"11432","P115_Syn21041850_Lung_scRNASEQ","LungTranscriptome7239219_LUNG",0
"11433","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","LungTranscriptome7239219_LUNG",4
"11434","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","LungTranscriptome7239219_LUNG",0
"11435","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","LungTranscriptome7239219_LUNG",0
"11436","P90_COVID19CELLATLAS_Lung_scRNASEQ","LungTranscriptome7239219_LUNG",0
"11437","P91_COVID19CELLATLAS_Lung_scRNASEQ","LungTranscriptome7239219_LUNG",0
"11438","Travaglini_Krasnow_2020","LungTranscriptome7239219_LUNG",0
"11439","Vieira_Teichmann_2019","LungTranscriptome7239219_LUNG",0
"11440","E-MTAB-11278","LungTranscriptome7239220_LUNG",0
"11441","EGAS00001004481","LungTranscriptome7239220_LUNG",0
"11442","ERP114453","LungTranscriptome7239220_LUNG",0
"11443","Fib_Atlas","LungTranscriptome7239220_LUNG",0
"11444","GSE121080","LungTranscriptome7239220_LUNG",0
"11445","GSE122960","LungTranscriptome7239220_LUNG",0
"11446","GSE126030","LungTranscriptome7239220_LUNG",0
"11447","GSE132771","LungTranscriptome7239220_LUNG",0
"11448","GSE132914","LungTranscriptome7239220_LUNG",0
"11449","GSE134355","LungTranscriptome7239220_LUNG",0
"11450","GSE135893","LungTranscriptome7239220_LUNG",0
"11451","GSE136831","LungTranscriptome7239220_LUNG",0
"11452","GSE137026","LungTranscriptome7239220_LUNG",0
"11453","GSE139534","LungTranscriptome7239220_LUNG",0
"11454","GSE139555","LungTranscriptome7239220_LUNG",0
"11455","GSE139819","LungTranscriptome7239220_LUNG",0
"11456","GSE150247","LungTranscriptome7239220_LUNG",0
"11457","GSE157376","LungTranscriptome7239220_LUNG",0
"11458","GSE158942","LungTranscriptome7239220_LUNG",0
"11459","GSE160664","LungTranscriptome7239220_LUNG",0
"11460","GSE161382","LungTranscriptome7239220_LUNG",0
"11461","GSE167295","LungTranscriptome7239220_LUNG",0
"11462","GSE168191","LungTranscriptome7239220_LUNG",0
"11463","GSE169471","LungTranscriptome7239220_LUNG",0
"11464","GSE171524","LungTranscriptome7239220_LUNG",0
"11465","GSE173896","LungTranscriptome7239220_LUNG",0
"11466","GSE181388","LungTranscriptome7239220_LUNG",0
"11467","GSE196303","LungTranscriptome7239220_LUNG",0
"11468","GSE196341","LungTranscriptome7239220_LUNG",0
"11469","GSE227136","LungTranscriptome7239220_LUNG",0
"11470","HCL","LungTranscriptome7239220_LUNG",0
"11471","HTAN_MSK","LungTranscriptome7239220_LUNG",0
"11472","munich_cohort_human","LungTranscriptome7239220_LUNG",0
"11473","P115_Syn21041850_Lung_scRNASEQ","LungTranscriptome7239220_LUNG",0
"11474","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","LungTranscriptome7239220_LUNG",9
"11475","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","LungTranscriptome7239220_LUNG",0
"11476","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","LungTranscriptome7239220_LUNG",0
"11477","P90_COVID19CELLATLAS_Lung_scRNASEQ","LungTranscriptome7239220_LUNG",0
"11478","P91_COVID19CELLATLAS_Lung_scRNASEQ","LungTranscriptome7239220_LUNG",0
"11479","Travaglini_Krasnow_2020","LungTranscriptome7239220_LUNG",0
"11480","Vieira_Teichmann_2019","LungTranscriptome7239220_LUNG",0
"11481","E-MTAB-11278","medial_2_LUNG",0
"11482","EGAS00001004481","medial_2_LUNG",0
"11483","ERP114453","medial_2_LUNG",0
"11484","Fib_Atlas","medial_2_LUNG",0
"11485","GSE121080","medial_2_LUNG",0
"11486","GSE122960","medial_2_LUNG",0
"11487","GSE126030","medial_2_LUNG",0
"11488","GSE132771","medial_2_LUNG",0
"11489","GSE132914","medial_2_LUNG",0
"11490","GSE134355","medial_2_LUNG",0
"11491","GSE135893","medial_2_LUNG",0
"11492","GSE136831","medial_2_LUNG",0
"11493","GSE137026","medial_2_LUNG",0
"11494","GSE139534","medial_2_LUNG",0
"11495","GSE139555","medial_2_LUNG",0
"11496","GSE139819","medial_2_LUNG",0
"11497","GSE150247","medial_2_LUNG",0
"11498","GSE157376","medial_2_LUNG",0
"11499","GSE158942","medial_2_LUNG",0
"11500","GSE160664","medial_2_LUNG",0
"11501","GSE161382","medial_2_LUNG",0
"11502","GSE167295","medial_2_LUNG",0
"11503","GSE168191","medial_2_LUNG",0
"11504","GSE169471","medial_2_LUNG",0
"11505","GSE171524","medial_2_LUNG",0
"11506","GSE173896","medial_2_LUNG",0
"11507","GSE181388","medial_2_LUNG",0
"11508","GSE196303","medial_2_LUNG",0
"11509","GSE196341","medial_2_LUNG",0
"11510","GSE227136","medial_2_LUNG",0
"11511","HCL","medial_2_LUNG",0
"11512","HTAN_MSK","medial_2_LUNG",0
"11513","munich_cohort_human","medial_2_LUNG",0
"11514","P115_Syn21041850_Lung_scRNASEQ","medial_2_LUNG",1
"11515","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","medial_2_LUNG",0
"11516","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","medial_2_LUNG",0
"11517","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","medial_2_LUNG",0
"11518","P90_COVID19CELLATLAS_Lung_scRNASEQ","medial_2_LUNG",0
"11519","P91_COVID19CELLATLAS_Lung_scRNASEQ","medial_2_LUNG",0
"11520","Travaglini_Krasnow_2020","medial_2_LUNG",0
"11521","Vieira_Teichmann_2019","medial_2_LUNG",0
"11522","E-MTAB-11278","medial_3_LUNG",0
"11523","EGAS00001004481","medial_3_LUNG",0
"11524","ERP114453","medial_3_LUNG",0
"11525","Fib_Atlas","medial_3_LUNG",0
"11526","GSE121080","medial_3_LUNG",0
"11527","GSE122960","medial_3_LUNG",0
"11528","GSE126030","medial_3_LUNG",0
"11529","GSE132771","medial_3_LUNG",0
"11530","GSE132914","medial_3_LUNG",0
"11531","GSE134355","medial_3_LUNG",0
"11532","GSE135893","medial_3_LUNG",0
"11533","GSE136831","medial_3_LUNG",0
"11534","GSE137026","medial_3_LUNG",0
"11535","GSE139534","medial_3_LUNG",0
"11536","GSE139555","medial_3_LUNG",0
"11537","GSE139819","medial_3_LUNG",0
"11538","GSE150247","medial_3_LUNG",0
"11539","GSE157376","medial_3_LUNG",0
"11540","GSE158942","medial_3_LUNG",0
"11541","GSE160664","medial_3_LUNG",0
"11542","GSE161382","medial_3_LUNG",0
"11543","GSE167295","medial_3_LUNG",0
"11544","GSE168191","medial_3_LUNG",0
"11545","GSE169471","medial_3_LUNG",0
"11546","GSE171524","medial_3_LUNG",0
"11547","GSE173896","medial_3_LUNG",0
"11548","GSE181388","medial_3_LUNG",0
"11549","GSE196303","medial_3_LUNG",0
"11550","GSE196341","medial_3_LUNG",0
"11551","GSE227136","medial_3_LUNG",0
"11552","HCL","medial_3_LUNG",0
"11553","HTAN_MSK","medial_3_LUNG",0
"11554","munich_cohort_human","medial_3_LUNG",0
"11555","P115_Syn21041850_Lung_scRNASEQ","medial_3_LUNG",1
"11556","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","medial_3_LUNG",0
"11557","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","medial_3_LUNG",0
"11558","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","medial_3_LUNG",0
"11559","P90_COVID19CELLATLAS_Lung_scRNASEQ","medial_3_LUNG",0
"11560","P91_COVID19CELLATLAS_Lung_scRNASEQ","medial_3_LUNG",0
"11561","Travaglini_Krasnow_2020","medial_3_LUNG",0
"11562","Vieira_Teichmann_2019","medial_3_LUNG",0
"11563","E-MTAB-11278","muc10380",0
"11564","EGAS00001004481","muc10380",0
"11565","ERP114453","muc10380",0
"11566","Fib_Atlas","muc10380",0
"11567","GSE121080","muc10380",0
"11568","GSE122960","muc10380",0
"11569","GSE126030","muc10380",0
"11570","GSE132771","muc10380",0
"11571","GSE132914","muc10380",0
"11572","GSE134355","muc10380",0
"11573","GSE135893","muc10380",0
"11574","GSE136831","muc10380",0
"11575","GSE137026","muc10380",0
"11576","GSE139534","muc10380",0
"11577","GSE139555","muc10380",0
"11578","GSE139819","muc10380",0
"11579","GSE150247","muc10380",0
"11580","GSE157376","muc10380",0
"11581","GSE158942","muc10380",0
"11582","GSE160664","muc10380",0
"11583","GSE161382","muc10380",0
"11584","GSE167295","muc10380",0
"11585","GSE168191","muc10380",0
"11586","GSE169471","muc10380",0
"11587","GSE171524","muc10380",0
"11588","GSE173896","muc10380",0
"11589","GSE181388","muc10380",0
"11590","GSE196303","muc10380",0
"11591","GSE196341","muc10380",0
"11592","GSE227136","muc10380",0
"11593","HCL","muc10380",0
"11594","HTAN_MSK","muc10380",0
"11595","munich_cohort_human","muc10380",29
"11596","P115_Syn21041850_Lung_scRNASEQ","muc10380",0
"11597","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc10380",0
"11598","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc10380",0
"11599","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc10380",0
"11600","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc10380",0
"11601","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc10380",0
"11602","Travaglini_Krasnow_2020","muc10380",0
"11603","Vieira_Teichmann_2019","muc10380",0
"11604","E-MTAB-11278","muc3843",0
"11605","EGAS00001004481","muc3843",0
"11606","ERP114453","muc3843",0
"11607","Fib_Atlas","muc3843",0
"11608","GSE121080","muc3843",0
"11609","GSE122960","muc3843",0
"11610","GSE126030","muc3843",0
"11611","GSE132771","muc3843",0
"11612","GSE132914","muc3843",0
"11613","GSE134355","muc3843",0
"11614","GSE135893","muc3843",0
"11615","GSE136831","muc3843",0
"11616","GSE137026","muc3843",0
"11617","GSE139534","muc3843",0
"11618","GSE139555","muc3843",0
"11619","GSE139819","muc3843",0
"11620","GSE150247","muc3843",0
"11621","GSE157376","muc3843",0
"11622","GSE158942","muc3843",0
"11623","GSE160664","muc3843",0
"11624","GSE161382","muc3843",0
"11625","GSE167295","muc3843",0
"11626","GSE168191","muc3843",0
"11627","GSE169471","muc3843",0
"11628","GSE171524","muc3843",0
"11629","GSE173896","muc3843",0
"11630","GSE181388","muc3843",0
"11631","GSE196303","muc3843",0
"11632","GSE196341","muc3843",0
"11633","GSE227136","muc3843",0
"11634","HCL","muc3843",0
"11635","HTAN_MSK","muc3843",0
"11636","munich_cohort_human","muc3843",8
"11637","P115_Syn21041850_Lung_scRNASEQ","muc3843",0
"11638","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc3843",0
"11639","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc3843",0
"11640","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc3843",0
"11641","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc3843",0
"11642","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc3843",0
"11643","Travaglini_Krasnow_2020","muc3843",0
"11644","Vieira_Teichmann_2019","muc3843",0
"11645","E-MTAB-11278","muc4658",0
"11646","EGAS00001004481","muc4658",0
"11647","ERP114453","muc4658",0
"11648","Fib_Atlas","muc4658",0
"11649","GSE121080","muc4658",0
"11650","GSE122960","muc4658",0
"11651","GSE126030","muc4658",0
"11652","GSE132771","muc4658",0
"11653","GSE132914","muc4658",0
"11654","GSE134355","muc4658",0
"11655","GSE135893","muc4658",0
"11656","GSE136831","muc4658",0
"11657","GSE137026","muc4658",0
"11658","GSE139534","muc4658",0
"11659","GSE139555","muc4658",0
"11660","GSE139819","muc4658",0
"11661","GSE150247","muc4658",0
"11662","GSE157376","muc4658",0
"11663","GSE158942","muc4658",0
"11664","GSE160664","muc4658",0
"11665","GSE161382","muc4658",0
"11666","GSE167295","muc4658",0
"11667","GSE168191","muc4658",0
"11668","GSE169471","muc4658",0
"11669","GSE171524","muc4658",0
"11670","GSE173896","muc4658",0
"11671","GSE181388","muc4658",0
"11672","GSE196303","muc4658",0
"11673","GSE196341","muc4658",0
"11674","GSE227136","muc4658",0
"11675","HCL","muc4658",0
"11676","HTAN_MSK","muc4658",0
"11677","munich_cohort_human","muc4658",15
"11678","P115_Syn21041850_Lung_scRNASEQ","muc4658",0
"11679","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc4658",0
"11680","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc4658",0
"11681","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc4658",0
"11682","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc4658",0
"11683","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc4658",0
"11684","Travaglini_Krasnow_2020","muc4658",0
"11685","Vieira_Teichmann_2019","muc4658",0
"11686","E-MTAB-11278","muc4659",0
"11687","EGAS00001004481","muc4659",0
"11688","ERP114453","muc4659",0
"11689","Fib_Atlas","muc4659",0
"11690","GSE121080","muc4659",0
"11691","GSE122960","muc4659",0
"11692","GSE126030","muc4659",0
"11693","GSE132771","muc4659",0
"11694","GSE132914","muc4659",0
"11695","GSE134355","muc4659",0
"11696","GSE135893","muc4659",0
"11697","GSE136831","muc4659",0
"11698","GSE137026","muc4659",0
"11699","GSE139534","muc4659",0
"11700","GSE139555","muc4659",0
"11701","GSE139819","muc4659",0
"11702","GSE150247","muc4659",0
"11703","GSE157376","muc4659",0
"11704","GSE158942","muc4659",0
"11705","GSE160664","muc4659",0
"11706","GSE161382","muc4659",0
"11707","GSE167295","muc4659",0
"11708","GSE168191","muc4659",0
"11709","GSE169471","muc4659",0
"11710","GSE171524","muc4659",0
"11711","GSE173896","muc4659",0
"11712","GSE181388","muc4659",0
"11713","GSE196303","muc4659",0
"11714","GSE196341","muc4659",0
"11715","GSE227136","muc4659",0
"11716","HCL","muc4659",0
"11717","HTAN_MSK","muc4659",0
"11718","munich_cohort_human","muc4659",1
"11719","P115_Syn21041850_Lung_scRNASEQ","muc4659",0
"11720","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc4659",0
"11721","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc4659",0
"11722","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc4659",0
"11723","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc4659",0
"11724","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc4659",0
"11725","Travaglini_Krasnow_2020","muc4659",0
"11726","Vieira_Teichmann_2019","muc4659",0
"11727","E-MTAB-11278","muc5103",0
"11728","EGAS00001004481","muc5103",0
"11729","ERP114453","muc5103",0
"11730","Fib_Atlas","muc5103",0
"11731","GSE121080","muc5103",0
"11732","GSE122960","muc5103",0
"11733","GSE126030","muc5103",0
"11734","GSE132771","muc5103",0
"11735","GSE132914","muc5103",0
"11736","GSE134355","muc5103",0
"11737","GSE135893","muc5103",0
"11738","GSE136831","muc5103",0
"11739","GSE137026","muc5103",0
"11740","GSE139534","muc5103",0
"11741","GSE139555","muc5103",0
"11742","GSE139819","muc5103",0
"11743","GSE150247","muc5103",0
"11744","GSE157376","muc5103",0
"11745","GSE158942","muc5103",0
"11746","GSE160664","muc5103",0
"11747","GSE161382","muc5103",0
"11748","GSE167295","muc5103",0
"11749","GSE168191","muc5103",0
"11750","GSE169471","muc5103",0
"11751","GSE171524","muc5103",0
"11752","GSE173896","muc5103",0
"11753","GSE181388","muc5103",0
"11754","GSE196303","muc5103",0
"11755","GSE196341","muc5103",0
"11756","GSE227136","muc5103",0
"11757","HCL","muc5103",0
"11758","HTAN_MSK","muc5103",0
"11759","munich_cohort_human","muc5103",16
"11760","P115_Syn21041850_Lung_scRNASEQ","muc5103",0
"11761","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc5103",0
"11762","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc5103",0
"11763","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc5103",0
"11764","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc5103",0
"11765","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc5103",0
"11766","Travaglini_Krasnow_2020","muc5103",0
"11767","Vieira_Teichmann_2019","muc5103",0
"11768","E-MTAB-11278","muc5105",0
"11769","EGAS00001004481","muc5105",0
"11770","ERP114453","muc5105",0
"11771","Fib_Atlas","muc5105",0
"11772","GSE121080","muc5105",0
"11773","GSE122960","muc5105",0
"11774","GSE126030","muc5105",0
"11775","GSE132771","muc5105",0
"11776","GSE132914","muc5105",0
"11777","GSE134355","muc5105",0
"11778","GSE135893","muc5105",0
"11779","GSE136831","muc5105",0
"11780","GSE137026","muc5105",0
"11781","GSE139534","muc5105",0
"11782","GSE139555","muc5105",0
"11783","GSE139819","muc5105",0
"11784","GSE150247","muc5105",0
"11785","GSE157376","muc5105",0
"11786","GSE158942","muc5105",0
"11787","GSE160664","muc5105",0
"11788","GSE161382","muc5105",0
"11789","GSE167295","muc5105",0
"11790","GSE168191","muc5105",0
"11791","GSE169471","muc5105",0
"11792","GSE171524","muc5105",0
"11793","GSE173896","muc5105",0
"11794","GSE181388","muc5105",0
"11795","GSE196303","muc5105",0
"11796","GSE196341","muc5105",0
"11797","GSE227136","muc5105",0
"11798","HCL","muc5105",0
"11799","HTAN_MSK","muc5105",0
"11800","munich_cohort_human","muc5105",10
"11801","P115_Syn21041850_Lung_scRNASEQ","muc5105",0
"11802","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc5105",0
"11803","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc5105",0
"11804","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc5105",0
"11805","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc5105",0
"11806","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc5105",0
"11807","Travaglini_Krasnow_2020","muc5105",0
"11808","Vieira_Teichmann_2019","muc5105",0
"11809","E-MTAB-11278","muc5212",0
"11810","EGAS00001004481","muc5212",0
"11811","ERP114453","muc5212",0
"11812","Fib_Atlas","muc5212",0
"11813","GSE121080","muc5212",0
"11814","GSE122960","muc5212",0
"11815","GSE126030","muc5212",0
"11816","GSE132771","muc5212",0
"11817","GSE132914","muc5212",0
"11818","GSE134355","muc5212",0
"11819","GSE135893","muc5212",0
"11820","GSE136831","muc5212",0
"11821","GSE137026","muc5212",0
"11822","GSE139534","muc5212",0
"11823","GSE139555","muc5212",0
"11824","GSE139819","muc5212",0
"11825","GSE150247","muc5212",0
"11826","GSE157376","muc5212",0
"11827","GSE158942","muc5212",0
"11828","GSE160664","muc5212",0
"11829","GSE161382","muc5212",0
"11830","GSE167295","muc5212",0
"11831","GSE168191","muc5212",0
"11832","GSE169471","muc5212",0
"11833","GSE171524","muc5212",0
"11834","GSE173896","muc5212",0
"11835","GSE181388","muc5212",0
"11836","GSE196303","muc5212",0
"11837","GSE196341","muc5212",0
"11838","GSE227136","muc5212",0
"11839","HCL","muc5212",0
"11840","HTAN_MSK","muc5212",0
"11841","munich_cohort_human","muc5212",8
"11842","P115_Syn21041850_Lung_scRNASEQ","muc5212",0
"11843","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc5212",0
"11844","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc5212",0
"11845","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc5212",0
"11846","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc5212",0
"11847","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc5212",0
"11848","Travaglini_Krasnow_2020","muc5212",0
"11849","Vieira_Teichmann_2019","muc5212",0
"11850","E-MTAB-11278","muc5213",0
"11851","EGAS00001004481","muc5213",0
"11852","ERP114453","muc5213",0
"11853","Fib_Atlas","muc5213",0
"11854","GSE121080","muc5213",0
"11855","GSE122960","muc5213",0
"11856","GSE126030","muc5213",0
"11857","GSE132771","muc5213",0
"11858","GSE132914","muc5213",0
"11859","GSE134355","muc5213",0
"11860","GSE135893","muc5213",0
"11861","GSE136831","muc5213",0
"11862","GSE137026","muc5213",0
"11863","GSE139534","muc5213",0
"11864","GSE139555","muc5213",0
"11865","GSE139819","muc5213",0
"11866","GSE150247","muc5213",0
"11867","GSE157376","muc5213",0
"11868","GSE158942","muc5213",0
"11869","GSE160664","muc5213",0
"11870","GSE161382","muc5213",0
"11871","GSE167295","muc5213",0
"11872","GSE168191","muc5213",0
"11873","GSE169471","muc5213",0
"11874","GSE171524","muc5213",0
"11875","GSE173896","muc5213",0
"11876","GSE181388","muc5213",0
"11877","GSE196303","muc5213",0
"11878","GSE196341","muc5213",0
"11879","GSE227136","muc5213",0
"11880","HCL","muc5213",0
"11881","HTAN_MSK","muc5213",0
"11882","munich_cohort_human","muc5213",13
"11883","P115_Syn21041850_Lung_scRNASEQ","muc5213",0
"11884","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc5213",0
"11885","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc5213",0
"11886","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc5213",0
"11887","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc5213",0
"11888","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc5213",0
"11889","Travaglini_Krasnow_2020","muc5213",0
"11890","Vieira_Teichmann_2019","muc5213",0
"11891","E-MTAB-11278","muc9832",0
"11892","EGAS00001004481","muc9832",0
"11893","ERP114453","muc9832",0
"11894","Fib_Atlas","muc9832",0
"11895","GSE121080","muc9832",0
"11896","GSE122960","muc9832",0
"11897","GSE126030","muc9832",0
"11898","GSE132771","muc9832",0
"11899","GSE132914","muc9832",0
"11900","GSE134355","muc9832",0
"11901","GSE135893","muc9832",0
"11902","GSE136831","muc9832",0
"11903","GSE137026","muc9832",0
"11904","GSE139534","muc9832",0
"11905","GSE139555","muc9832",0
"11906","GSE139819","muc9832",0
"11907","GSE150247","muc9832",0
"11908","GSE157376","muc9832",0
"11909","GSE158942","muc9832",0
"11910","GSE160664","muc9832",0
"11911","GSE161382","muc9832",0
"11912","GSE167295","muc9832",0
"11913","GSE168191","muc9832",0
"11914","GSE169471","muc9832",0
"11915","GSE171524","muc9832",0
"11916","GSE173896","muc9832",0
"11917","GSE181388","muc9832",0
"11918","GSE196303","muc9832",0
"11919","GSE196341","muc9832",0
"11920","GSE227136","muc9832",0
"11921","HCL","muc9832",0
"11922","HTAN_MSK","muc9832",0
"11923","munich_cohort_human","muc9832",7
"11924","P115_Syn21041850_Lung_scRNASEQ","muc9832",0
"11925","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc9832",0
"11926","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc9832",0
"11927","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc9832",0
"11928","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc9832",0
"11929","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc9832",0
"11930","Travaglini_Krasnow_2020","muc9832",0
"11931","Vieira_Teichmann_2019","muc9832",0
"11932","E-MTAB-11278","muc9833",0
"11933","EGAS00001004481","muc9833",0
"11934","ERP114453","muc9833",0
"11935","Fib_Atlas","muc9833",0
"11936","GSE121080","muc9833",0
"11937","GSE122960","muc9833",0
"11938","GSE126030","muc9833",0
"11939","GSE132771","muc9833",0
"11940","GSE132914","muc9833",0
"11941","GSE134355","muc9833",0
"11942","GSE135893","muc9833",0
"11943","GSE136831","muc9833",0
"11944","GSE137026","muc9833",0
"11945","GSE139534","muc9833",0
"11946","GSE139555","muc9833",0
"11947","GSE139819","muc9833",0
"11948","GSE150247","muc9833",0
"11949","GSE157376","muc9833",0
"11950","GSE158942","muc9833",0
"11951","GSE160664","muc9833",0
"11952","GSE161382","muc9833",0
"11953","GSE167295","muc9833",0
"11954","GSE168191","muc9833",0
"11955","GSE169471","muc9833",0
"11956","GSE171524","muc9833",0
"11957","GSE173896","muc9833",0
"11958","GSE181388","muc9833",0
"11959","GSE196303","muc9833",0
"11960","GSE196341","muc9833",0
"11961","GSE227136","muc9833",0
"11962","HCL","muc9833",0
"11963","HTAN_MSK","muc9833",0
"11964","munich_cohort_human","muc9833",18
"11965","P115_Syn21041850_Lung_scRNASEQ","muc9833",0
"11966","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","muc9833",0
"11967","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","muc9833",0
"11968","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","muc9833",0
"11969","P90_COVID19CELLATLAS_Lung_scRNASEQ","muc9833",0
"11970","P91_COVID19CELLATLAS_Lung_scRNASEQ","muc9833",0
"11971","Travaglini_Krasnow_2020","muc9833",0
"11972","Vieira_Teichmann_2019","muc9833",0
"11973","E-MTAB-11278","ODGS1Mng_LUNG",0
"11974","EGAS00001004481","ODGS1Mng_LUNG",0
"11975","ERP114453","ODGS1Mng_LUNG",0
"11976","Fib_Atlas","ODGS1Mng_LUNG",0
"11977","GSE121080","ODGS1Mng_LUNG",0
"11978","GSE122960","ODGS1Mng_LUNG",0
"11979","GSE126030","ODGS1Mng_LUNG",0
"11980","GSE132771","ODGS1Mng_LUNG",0
"11981","GSE132914","ODGS1Mng_LUNG",0
"11982","GSE134355","ODGS1Mng_LUNG",0
"11983","GSE135893","ODGS1Mng_LUNG",0
"11984","GSE136831","ODGS1Mng_LUNG",0
"11985","GSE137026","ODGS1Mng_LUNG",0
"11986","GSE139534","ODGS1Mng_LUNG",0
"11987","GSE139555","ODGS1Mng_LUNG",0
"11988","GSE139819","ODGS1Mng_LUNG",0
"11989","GSE150247","ODGS1Mng_LUNG",0
"11990","GSE157376","ODGS1Mng_LUNG",0
"11991","GSE158942","ODGS1Mng_LUNG",0
"11992","GSE160664","ODGS1Mng_LUNG",0
"11993","GSE161382","ODGS1Mng_LUNG",0
"11994","GSE167295","ODGS1Mng_LUNG",0
"11995","GSE168191","ODGS1Mng_LUNG",0
"11996","GSE169471","ODGS1Mng_LUNG",0
"11997","GSE171524","ODGS1Mng_LUNG",0
"11998","GSE173896","ODGS1Mng_LUNG",0
"11999","GSE181388","ODGS1Mng_LUNG",0
"12000","GSE196303","ODGS1Mng_LUNG",0
"12001","GSE196341","ODGS1Mng_LUNG",0
"12002","GSE227136","ODGS1Mng_LUNG",0
"12003","HCL","ODGS1Mng_LUNG",0
"12004","HTAN_MSK","ODGS1Mng_LUNG",0
"12005","munich_cohort_human","ODGS1Mng_LUNG",0
"12006","P115_Syn21041850_Lung_scRNASEQ","ODGS1Mng_LUNG",0
"12007","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","ODGS1Mng_LUNG",0
"12008","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","ODGS1Mng_LUNG",0
