"","param","celltype","counts"
"1472","GSM4058936","Ciliated",0
"1473","GSM4058937","Ciliated",5
"1474","GSM4058938","Ciliated",0
"1475","GSM4058939","Ciliated",6
"1476","GSM4058940","Ciliated",2
"1477","GSM4058941","Ciliated",3
"1478","GSM4058942","Ciliated",0
"1479","GSM4058947","Ciliated",2
"1480","GSM4058949","Ciliated",0
"1481","GSM4058953","Ciliated",1
"1482","GSM4058956","Ciliated",4
"1483","GSM4058957","Ciliated",2
"1484","GSM4058962","Ciliated",1
"1485","GSM4058963","Ciliated",0
"1486","GSM4058971","Ciliated",5
"1487","GSM4058973","Ciliated",1
"1488","GSM4058975","Ciliated",2
"1489","GSM4058976","Ciliated",1
"1490","GSM4058977","Ciliated",2
"1491","GSM4065876","Ciliated",0
"1492","GSM4065877","Ciliated",0
"1493","GSM4065878","Ciliated",0
"1494","GSM4065879","Ciliated",0
"1495","GSM4143262","Ciliated",21
"1496","GSM4143263","Ciliated",15
"1497","GSM4143656","Ciliated",0
"1498","GSM4143658","Ciliated",0
"1499","GSM4143660","Ciliated",0
"1500","GSM4143662","Ciliated",0
"1501","GSM4143664","Ciliated",0
"1502","GSM4143666","Ciliated",0
"1503","GSM4321402","Ciliated",0
"1504","GSM4321403","Ciliated",0
"1505","GSM4321404","Ciliated",0
"1506","GSM4321405","Ciliated",0
"1507","GSM4544005","Ciliated",2
"1508","GSM4544006","Ciliated",0
"1509","GSM4544007","Ciliated",5
"1510","GSM4763859","Ciliated",0
"1511","GSM4763860","Ciliated",0
"1512","GSM4763861","Ciliated",0
"1513","GSM4763862","Ciliated",0
"1514","GSM4763863","Ciliated",0
"1515","GSM4816089","Ciliated",0
"1516","GSM4876617","Ciliated",1
"1517","GSM4876620","Ciliated",1
"1518","GSM5100998","Ciliated",17
"1519","GSM5100999","Ciliated",2
"1520","GSM5101000","Ciliated",6
"1521","GSM5133588","Ciliated",8
"1522","GSM5133589","Ciliated",7
"1523","GSM5133590","Ciliated",1
"1524","GSM5133591","Ciliated",2
"1525","GSM5133592","Ciliated",0
"1526","GSM5133593","Ciliated",0
"1527","GSM5133594","Ciliated",10
"1528","GSM5133595","Ciliated",13
"1529","GSM5133596","Ciliated",8
"1530","GSM5133597","Ciliated",1
"1531","GSM5133598","Ciliated",1
"1532","GSM5133599","Ciliated",4
"1533","GSM5133600","Ciliated",4
"1534","GSM5133601","Ciliated",20
"1535","GSM5133602","Ciliated",27
"1536","GSM5133603","Ciliated",8
"1537","GSM5133604","Ciliated",0
"1538","GSM5133605","Ciliated",6
"1539","GSM5133606","Ciliated",7
"1540","GSM5206782","Ciliated",0
"1541","GSM5206783","Ciliated",1
"1542","GSM5206784","Ciliated",0
"1543","GSM5226574","Ciliated",3
"1544","GSM5226575","Ciliated",0
"1545","GSM5226576","Ciliated",5
"1546","GSM5226577","Ciliated",0
"1547","GSM5226578","Ciliated",1
"1548","GSM5226579","Ciliated",0
"1549","GSM5226580","Ciliated",2
"1550","GSM5282537","Ciliated",12
"1551","GSM5282538","Ciliated",5
"1552","GSM5282539","Ciliated",6
"1553","GSM5282540","Ciliated",8
"1554","GSM5282541","Ciliated",6
"1555","GSM5282542","Ciliated",2
"1556","GSM5282543","Ciliated",0
"1557","GSM5282544","Ciliated",2
"1558","GSM5282545","Ciliated",2
"1559","GSM5282546","Ciliated",2
"1560","GSM5282547","Ciliated",2
"1561","GSM5282548","Ciliated",1
"1562","GSM5501481","Ciliated",1
"1563","GSM5501482","Ciliated",0
"1564","GSM5870246","Ciliated",1
"1565","GSM5870247","Ciliated",1
"1566","GSM5870248","Ciliated",1
"1567","GSM5870249","Ciliated",0
"1568","GSM5870251","Ciliated",0
"1569","GSM5870252","Ciliated",1
"1570","GSM5870253","Ciliated",3
"1571","GSM5870254","Ciliated",0
"1572","GSM5870255","Ciliated",0
"1573","GSM5870257","Ciliated",0
"1574","GSM5873135","Ciliated",13
"1575","GSM5873136","Ciliated",0
"1576","GSM5873137","Ciliated",1
"1577","GSM5873138","Ciliated",8
"1578","GSM5873139","Ciliated",6
"1579","GSM5873140","Ciliated",4
"1580","GSM5873141","Ciliated",59
"1581","GSM5873142","Ciliated",220
"1582","GSM5873143","Ciliated",53
"1583","GSM5873144","Ciliated",0
"1584","GSM5873145","Ciliated",93
"1585","GSM5873146","Ciliated",6
"1586","GSM7103257","Ciliated",0
"1587","GSM7103264","Ciliated",1
"1588","GSM7103271","Ciliated",0
"1589","GSM7103275","Ciliated",4
"1590","GSM7103276","Ciliated",0
"1591","GSM7103277","Ciliated",2
"1592","GSM7103278","Ciliated",1
"1593","GSM7103279","Ciliated",4
"1594","GSM7103280","Ciliated",1
"1595","GSM7103281","Ciliated",1
"1596","GSM7103282","Ciliated",15
"1597","GSM7103283","Ciliated",0
"1598","GSM7103295","Ciliated",0
"1599","GSM7103296","Ciliated",2
"1600","GSM7103297","Ciliated",0
"1601","GSM7103298","Ciliated",0
"1602","GSM7103305","Ciliated",1
"1603","GSM7103306","Ciliated",0
"1604","GSM7103307","Ciliated",0
"1605","GSM7103308","Ciliated",0
"1606","GSM7103313","Ciliated",7
"1607","GSM7103314","Ciliated",65
"1608","GSM7103315","Ciliated",5
"1609","GSM7103316","Ciliated",10
"1610","GSM7103317","Ciliated",5
"1611","GSM7103318","Ciliated",46
"1612","GSM7103319","Ciliated",21
"1613","GSM7103320","Ciliated",2
"1614","GSM7103327","Ciliated",0
"1615","GSM7103334","Ciliated",0
"1616","JVV9L8ng_LUNG","Ciliated",0
"1617","KJYDM1ng_LUNG","Ciliated",0
"1618","LungTranscriptome7119452_LUNG","Ciliated",0
"1619","LungTranscriptome7119453_LUNG","Ciliated",0
"1620","LungTranscriptome7135919_LUNG","Ciliated",0
"1621","LungTranscriptome7135920_LUNG","Ciliated",1
"1622","LungTranscriptome7185212_LUNG","Ciliated",0
"1623","LungTranscriptome7185213_LUNG","Ciliated",0
"1624","LungTranscriptome7239213_LUNG","Ciliated",0
"1625","LungTranscriptome7239217_LUNG","Ciliated",0
"1626","LungTranscriptome7239218_LUNG","Ciliated",0
"1627","LungTranscriptome7239219_LUNG","Ciliated",0
"1628","LungTranscriptome7239220_LUNG","Ciliated",0
"1629","medial_2_LUNG","Ciliated",0
"1630","medial_3_LUNG","Ciliated",0
"1631","muc10380","Ciliated",1
"1632","muc3843","Ciliated",0
"1633","muc4658","Ciliated",3
"1634","muc4659","Ciliated",0
"1635","muc5103","Ciliated",1
"1636","muc5105","Ciliated",2
"1637","muc5212","Ciliated",0
"1638","muc5213","Ciliated",3
"1639","muc9832","Ciliated",1
"1640","muc9833","Ciliated",0
"1641","ODGS1Mng_LUNG","Ciliated",7
"1642","P1_2_LUNG","Ciliated",2
"1643","P1_3_LUNG","Ciliated",0
"1644","P1_4_LUNG","Ciliated",0
"1645","P2_1_LUNG","Ciliated",1
"1646","P2_2_LUNG","Ciliated",0
"1647","P2_3_LUNG","Ciliated",0
"1648","P2_4_LUNG","Ciliated",1
"1649","P2_5_LUNG","Ciliated",1
"1650","P2_6_LUNG","Ciliated",1
"1651","P2_7_LUNG","Ciliated",1
"1652","P2_8_LUNG","Ciliated",1
"1653","P3_2_LUNG","Ciliated",0
"1654","P3_3_LUNG","Ciliated",1
"1655","P3_4_LUNG","Ciliated",0
"1656","P3_5_LUNG","Ciliated",0
"1657","P3_6_LUNG","Ciliated",2
"1658","P3_7_LUNG","Ciliated",0
"1659","p46c_LUNG","Ciliated",4
"1660","p47c_LUNG","Ciliated",1
"1661","p50c_LUNG","Ciliated",3
"1662","p51c_LUNG","Ciliated",10
"1663","proximal_3_LUNG","Ciliated",0
"1664","QZY9VQng_LUNG","Ciliated",0
"1665","RU675_N","Ciliated",0
"1666","RU682_N","Ciliated",1
"1667","RU684_N","Ciliated",0
"1668","RU685_N","Ciliated",2
"1669","S4ECX8ng_LUNG","Ciliated",5
"1670","sample10","Ciliated",0
"1671","sample11","Ciliated",0
"1672","sample4","Ciliated",1
"1673","sample8","Ciliated",0
"1674","sample9","Ciliated",0
"1675","SHMI57ng_LUNG","Ciliated",2
"1676","Travaglini_Krasnow_2020_distal 1a","Ciliated",0
"1677","Travaglini_Krasnow_2020_distal 1b","Ciliated",0
"1678","Travaglini_Krasnow_2020_distal 2","Ciliated",1
"1679","Travaglini_Krasnow_2020_distal 3","Ciliated",0
"1680","Travaglini_Krasnow_2020_medial 2","Ciliated",0
"1681","Travaglini_Krasnow_2020_medial 3","Ciliated",0
"1682","Travaglini_Krasnow_2020_proximal 3","Ciliated",0
"1683","Vieira_Teichmann_2019_Dropseq_1","Ciliated",2
"1684","Vieira_Teichmann_2019_Dropseq_2","Ciliated",2
"1685","ZM3KACng_LUNG","Ciliated",4
"1686","101CV0ng_LUNG","DC",0
"1687","16E0F2ng_LUNG","DC",1
"1688","1A1DFBng_LUNG","DC",1
"1689","343B_0h","DC",0
"1690","343B_24h","DC",0
"1691","343B_72h","DC",3
"1692","356C_0h","DC",4
"1693","356C_12h","DC",5
"1694","356C_24h","DC",4
"1695","356C_72h","DC",0
"1696","367C_0h","DC",4
"1697","367C_12h","DC",4
"1698","367C_24h","DC",2
"1699","367C_72h","DC",5
"1700","368C_0h","DC",0
"1701","368C_12h","DC",3
"1702","368C_24h","DC",4
"1703","368C_72h","DC",2
"1704","390C_0h","DC",1
"1705","390C_12h","DC",2
"1706","390C_24h","DC",1
"1707","390C_72h","DC",1
"1708","4951STDY7472265_LUNG","DC",1
"1709","4951STDY7472266_LUNG","DC",0
"1710","4951STDY7472267_LUNG","DC",0
"1711","4951STDY7487591_LUNG","DC",0
"1712","4951STDY7487592_LUNG","DC",0
"1713","4951STDY7487593_LUNG","DC",0
"1714","9JQK55ng_LUNG","DC",1
"1715","A9LCTZng_LUNG","DC",3
"1716","AdultLung_1","DC",3
"1717","AdultLung_2","DC",2
"1718","AdultLung_3","DC",4
"1719","CTTV027_RNAseq6949176_LUNG","DC",0
"1720","CTTV027_RNAseq6949177_LUNG","DC",0
"1721","CTTV027_RNAseq7118945_LUNG","DC",0
"1722","CTTV027_RNAseq7118946_LUNG","DC",0
"1723","CTTV027_RNAseq7333557_LUNG","DC",1
"1724","D088_LUNG","DC",2
"1725","D122_LUNG","DC",0
"1726","D150_LUNG","DC",2
"1727","D175_LUNG","DC",1
"1728","D231_LUNG","DC",0
"1729","distal_1a_LUNG","DC",0
"1730","distal_1b_LUNG","DC",0
"1731","distal_2_LUNG","DC",0
"1732","distal_3_LUNG","DC",0
"1733","ERR8048258","DC",1
"1734","ERR8048273","DC",0
"1735","ERR8048274","DC",2
"1736","FetalLung_1","DC",1
"1737","FetalLung_2","DC",0
"1738","Fib_Atlas","DC",0
"1739","GSM3425686","DC",0
"1740","GSM3425687","DC",0
"1741","GSM3425692","DC",0
"1742","GSM3425693","DC",0
"1743","GSM3489182","DC",0
"1744","GSM3489185","DC",2
"1745","GSM3489187","DC",0
"1746","GSM3489189","DC",0
"1747","GSM3489191","DC",2
"1748","GSM3489193","DC",2
"1749","GSM3489195","DC",0
"1750","GSM3489197","DC",1
"1751","GSM3589406","DC",0
"1752","GSM3589407","DC",0
"1753","GSM3891620","DC",0
"1754","GSM3891621","DC",8
"1755","GSM3891622","DC",0
"1756","GSM3891623","DC",6
"1757","GSM3891624","DC",0
"1758","GSM3891625","DC",9
"1759","GSM3891632","DC",0
"1760","GSM3891633","DC",4
"1761","GSM3891634","DC",0
"1762","GSM3891635","DC",24
"1763","GSM3896324","DC",0
"1764","GSM3896325","DC",0
"1765","GSM3896326","DC",0
"1766","GSM4008628","DC",0
"1767","GSM4008629","DC",0
"1768","GSM4008630","DC",0
"1769","GSM4008631","DC",0
"1770","GSM4008632","DC",0
"1771","GSM4008633","DC",0
"1772","GSM4037301","DC",3
"1773","GSM4037302","DC",2
"1774","GSM4037305","DC",6
"1775","GSM4037306","DC",4
"1776","GSM4037309","DC",0
"1777","GSM4037313","DC",4
"1778","GSM4037316","DC",0
"1779","GSM4037323","DC",0
"1780","GSM4037324","DC",1
"1781","GSM4037325","DC",5
"1782","GSM4058901","DC",1
"1783","GSM4058904","DC",33
"1784","GSM4058905","DC",1
"1785","GSM4058907","DC",2
"1786","GSM4058908","DC",2
"1787","GSM4058909","DC",6
"1788","GSM4058913","DC",9
"1789","GSM4058914","DC",14
"1790","GSM4058915","DC",6
"1791","GSM4058916","DC",2
"1792","GSM4058917","DC",29
"1793","GSM4058918","DC",4
"1794","GSM4058919","DC",1
"1795","GSM4058920","DC",0
"1796","GSM4058921","DC",9
"1797","GSM4058922","DC",7
"1798","GSM4058923","DC",7
"1799","GSM4058924","DC",5
"1800","GSM4058925","DC",0
"1801","GSM4058926","DC",1
"1802","GSM4058927","DC",4
"1803","GSM4058928","DC",18
"1804","GSM4058931","DC",10
"1805","GSM4058932","DC",5
"1806","GSM4058933","DC",12
"1807","GSM4058934","DC",13
"1808","GSM4058935","DC",22
"1809","GSM4058936","DC",12
"1810","GSM4058937","DC",13
"1811","GSM4058938","DC",7
"1812","GSM4058939","DC",13
"1813","GSM4058940","DC",41
"1814","GSM4058941","DC",15
"1815","GSM4058942","DC",2
"1816","GSM4058947","DC",19
"1817","GSM4058949","DC",19
"1818","GSM4058953","DC",45
"1819","GSM4058956","DC",6
"1820","GSM4058957","DC",25
"1821","GSM4058962","DC",4
"1822","GSM4058963","DC",2
"1823","GSM4058971","DC",15
"1824","GSM4058973","DC",14
"1825","GSM4058975","DC",21
"1826","GSM4058976","DC",3
"1827","GSM4058977","DC",8
"1828","GSM4065876","DC",0
"1829","GSM4065877","DC",0
"1830","GSM4065878","DC",0
"1831","GSM4065879","DC",0
"1832","GSM4143262","DC",0
"1833","GSM4143263","DC",0
"1834","GSM4143656","DC",0
"1835","GSM4143658","DC",0
"1836","GSM4143660","DC",0
"1837","GSM4143662","DC",0
"1838","GSM4143664","DC",3
"1839","GSM4143666","DC",2
"1840","GSM4321402","DC",0
"1841","GSM4321403","DC",0
"1842","GSM4321404","DC",0
"1843","GSM4321405","DC",0
"1844","GSM4544005","DC",0
"1845","GSM4544006","DC",0
"1846","GSM4544007","DC",0
"1847","GSM4763859","DC",0
"1848","GSM4763860","DC",0
"1849","GSM4763861","DC",0
"1850","GSM4763862","DC",0
"1851","GSM4763863","DC",0
"1852","GSM4816089","DC",0
"1853","GSM4876617","DC",0
"1854","GSM4876620","DC",0
"1855","GSM5100998","DC",2
"1856","GSM5100999","DC",4
"1857","GSM5101000","DC",3
"1858","GSM5133588","DC",7
"1859","GSM5133589","DC",5
"1860","GSM5133590","DC",3
"1861","GSM5133591","DC",2
"1862","GSM5133592","DC",0
"1863","GSM5133593","DC",0
"1864","GSM5133594","DC",1
"1865","GSM5133595","DC",0
"1866","GSM5133596","DC",0
"1867","GSM5133597","DC",0
"1868","GSM5133598","DC",0
"1869","GSM5133599","DC",0
"1870","GSM5133600","DC",0
"1871","GSM5133601","DC",0
"1872","GSM5133602","DC",0
"1873","GSM5133603","DC",0
"1874","GSM5133604","DC",5
"1875","GSM5133605","DC",0
"1876","GSM5133606","DC",0
"1877","GSM5206782","DC",0
"1878","GSM5206783","DC",0
"1879","GSM5206784","DC",0
"1880","GSM5226574","DC",2
"1881","GSM5226575","DC",1
"1882","GSM5226576","DC",4
"1883","GSM5226577","DC",3
"1884","GSM5226578","DC",0
"1885","GSM5226579","DC",2
"1886","GSM5226580","DC",1
"1887","GSM5282537","DC",15
"1888","GSM5282538","DC",8
"1889","GSM5282539","DC",7
"1890","GSM5282540","DC",6
"1891","GSM5282541","DC",15
"1892","GSM5282542","DC",2
"1893","GSM5282543","DC",0
"1894","GSM5282544","DC",12
"1895","GSM5282545","DC",16
"1896","GSM5282546","DC",2
"1897","GSM5282547","DC",7
"1898","GSM5282548","DC",5
"1899","GSM5501481","DC",8
"1900","GSM5501482","DC",0
"1901","GSM5870246","DC",12
"1902","GSM5870247","DC",2
"1903","GSM5870248","DC",14
"1904","GSM5870249","DC",4
"1905","GSM5870251","DC",2
"1906","GSM5870252","DC",0
"1907","GSM5870253","DC",4
"1908","GSM5870254","DC",4
"1909","GSM5870255","DC",3
"1910","GSM5870257","DC",1
"1911","GSM5873135","DC",25
"1912","GSM5873136","DC",29
"1913","GSM5873137","DC",52
"1914","GSM5873138","DC",0
"1915","GSM5873139","DC",3
"1916","GSM5873140","DC",6
"1917","GSM5873141","DC",11
"1918","GSM5873142","DC",49
"1919","GSM5873143","DC",7
"1920","GSM5873144","DC",3
"1921","GSM5873145","DC",8
"1922","GSM5873146","DC",6
"1923","GSM7103257","DC",3
"1924","GSM7103264","DC",2
"1925","GSM7103271","DC",1
"1926","GSM7103275","DC",2
"1927","GSM7103276","DC",6
"1928","GSM7103277","DC",1
"1929","GSM7103278","DC",0
"1930","GSM7103279","DC",1
"1931","GSM7103280","DC",1
"1932","GSM7103281","DC",0
"1933","GSM7103282","DC",1
"1934","GSM7103283","DC",1
"1935","GSM7103295","DC",0
"1936","GSM7103296","DC",0
"1937","GSM7103297","DC",1
"1938","GSM7103298","DC",0
"1939","GSM7103305","DC",7
"1940","GSM7103306","DC",3
"1941","GSM7103307","DC",2
"1942","GSM7103308","DC",0
"1943","GSM7103313","DC",3
"1944","GSM7103314","DC",1
"1945","GSM7103315","DC",3
"1946","GSM7103316","DC",1
"1947","GSM7103317","DC",1
"1948","GSM7103318","DC",1
"1949","GSM7103319","DC",3
"1950","GSM7103320","DC",2
"1951","GSM7103327","DC",0
"1952","GSM7103334","DC",2
"1953","JVV9L8ng_LUNG","DC",1
"1954","KJYDM1ng_LUNG","DC",1
"1955","LungTranscriptome7119452_LUNG","DC",0
"1956","LungTranscriptome7119453_LUNG","DC",2
"1957","LungTranscriptome7135919_LUNG","DC",5
"1958","LungTranscriptome7135920_LUNG","DC",2
"1959","LungTranscriptome7185212_LUNG","DC",0
"1960","LungTranscriptome7185213_LUNG","DC",1
"1961","LungTranscriptome7239213_LUNG","DC",3
"1962","LungTranscriptome7239217_LUNG","DC",4
"1963","LungTranscriptome7239218_LUNG","DC",2
"1964","LungTranscriptome7239219_LUNG","DC",1
"1965","LungTranscriptome7239220_LUNG","DC",2
"1966","medial_2_LUNG","DC",0
"1967","medial_3_LUNG","DC",0
"1968","muc10380","DC",1
"1969","muc3843","DC",0
"1970","muc4658","DC",0
"1971","muc4659","DC",0
"1972","muc5103","DC",1
"1973","muc5105","DC",0
"1974","muc5212","DC",0
"1975","muc5213","DC",0
"1976","muc9832","DC",0
"1977","muc9833","DC",1
"1978","ODGS1Mng_LUNG","DC",0
"1979","P1_2_LUNG","DC",1
"1980","P1_3_LUNG","DC",3
"1981","P1_4_LUNG","DC",1
"1982","P2_1_LUNG","DC",1
"1983","P2_2_LUNG","DC",0
"1984","P2_3_LUNG","DC",0
"1985","P2_4_LUNG","DC",0
"1986","P2_5_LUNG","DC",0
"1987","P2_6_LUNG","DC",0
"1988","P2_7_LUNG","DC",0
"1989","P2_8_LUNG","DC",1
"1990","P3_2_LUNG","DC",2
"1991","P3_3_LUNG","DC",0
"1992","P3_4_LUNG","DC",0
"1993","P3_5_LUNG","DC",0
"1994","P3_6_LUNG","DC",0
"1995","P3_7_LUNG","DC",6
"1996","p46c_LUNG","DC",0
"1997","p47c_LUNG","DC",0
"1998","p50c_LUNG","DC",0
"1999","p51c_LUNG","DC",0
"2000","proximal_3_LUNG","DC",0
"2001","QZY9VQng_LUNG","DC",2
"2002","RU675_N","DC",2
"2003","RU682_N","DC",3
"2004","RU684_N","DC",3
"2005","RU685_N","DC",0
"2006","S4ECX8ng_LUNG","DC",0
"2007","sample10","DC",0
"2008","sample11","DC",0
"2009","sample4","DC",0
"2010","sample8","DC",0
"2011","sample9","DC",0
"2012","SHMI57ng_LUNG","DC",1
"2013","Travaglini_Krasnow_2020_distal 1a","DC",0
"2014","Travaglini_Krasnow_2020_distal 1b","DC",0
"2015","Travaglini_Krasnow_2020_distal 2","DC",0
"2016","Travaglini_Krasnow_2020_distal 3","DC",0
"2017","Travaglini_Krasnow_2020_medial 2","DC",0
"2018","Travaglini_Krasnow_2020_medial 3","DC",0
"2019","Travaglini_Krasnow_2020_proximal 3","DC",0
"2020","Vieira_Teichmann_2019_Dropseq_1","DC",0
"2021","Vieira_Teichmann_2019_Dropseq_2","DC",0
"2022","ZM3KACng_LUNG","DC",1
"2023","101CV0ng_LUNG","Endothelial",0
"2024","16E0F2ng_LUNG","Endothelial",0
"2025","1A1DFBng_LUNG","Endothelial",1
"2026","343B_0h","Endothelial",2
"2027","343B_24h","Endothelial",5
"2028","343B_72h","Endothelial",2
"2029","356C_0h","Endothelial",1
"2030","356C_12h","Endothelial",1
"2031","356C_24h","Endothelial",0
"2032","356C_72h","Endothelial",0
"2033","367C_0h","Endothelial",2
"2034","367C_12h","Endothelial",1
"2035","367C_24h","Endothelial",2
"2036","367C_72h","Endothelial",2
"2037","368C_0h","Endothelial",0
"2038","368C_12h","Endothelial",1
"2039","368C_24h","Endothelial",2
"2040","368C_72h","Endothelial",1
"2041","390C_0h","Endothelial",0
"2042","390C_12h","Endothelial",0
"2043","390C_24h","Endothelial",1
"2044","390C_72h","Endothelial",0
"2045","4951STDY7472265_LUNG","Endothelial",0
"2046","4951STDY7472266_LUNG","Endothelial",0
"2047","4951STDY7472267_LUNG","Endothelial",0
"2048","4951STDY7487591_LUNG","Endothelial",0
"2049","4951STDY7487592_LUNG","Endothelial",0
"2050","4951STDY7487593_LUNG","Endothelial",0
"2051","9JQK55ng_LUNG","Endothelial",2
"2052","A9LCTZng_LUNG","Endothelial",1
"2053","AdultLung_1","Endothelial",6
"2054","AdultLung_2","Endothelial",9
"2055","AdultLung_3","Endothelial",2
"2056","CTTV027_RNAseq6949176_LUNG","Endothelial",0
"2057","CTTV027_RNAseq6949177_LUNG","Endothelial",0
"2058","CTTV027_RNAseq7118945_LUNG","Endothelial",0
"2059","CTTV027_RNAseq7118946_LUNG","Endothelial",0
"2060","CTTV027_RNAseq7333557_LUNG","Endothelial",0
"2061","D088_LUNG","Endothelial",3
"2062","D122_LUNG","Endothelial",4
"2063","D150_LUNG","Endothelial",0
"2064","D175_LUNG","Endothelial",1
"2065","D231_LUNG","Endothelial",2
"2066","distal_1a_LUNG","Endothelial",3
"2067","distal_1b_LUNG","Endothelial",2
"2068","distal_2_LUNG","Endothelial",2
"2069","distal_3_LUNG","Endothelial",0
"2070","ERR8048258","Endothelial",4
"2071","ERR8048273","Endothelial",17
"2072","ERR8048274","Endothelial",9
"2073","FetalLung_1","Endothelial",0
"2074","FetalLung_2","Endothelial",1
"2075","Fib_Atlas","Endothelial",0
"2076","GSM3425686","Endothelial",1
"2077","GSM3425687","Endothelial",1
"2078","GSM3425692","Endothelial",0
"2079","GSM3425693","Endothelial",0
"2080","GSM3489182","Endothelial",0
"2081","GSM3489185","Endothelial",0
"2082","GSM3489187","Endothelial",1
"2083","GSM3489189","Endothelial",0
"2084","GSM3489191","Endothelial",0
"2085","GSM3489193","Endothelial",0
"2086","GSM3489195","Endothelial",2
"2087","GSM3489197","Endothelial",3
"2088","GSM3589406","Endothelial",0
"2089","GSM3589407","Endothelial",0
"2090","GSM3891620","Endothelial",0
"2091","GSM3891621","Endothelial",12
"2092","GSM3891622","Endothelial",0
"2093","GSM3891623","Endothelial",11
"2094","GSM3891624","Endothelial",0
"2095","GSM3891625","Endothelial",5
"2096","GSM3891632","Endothelial",0
"2097","GSM3891633","Endothelial",7
"2098","GSM3891634","Endothelial",0
"2099","GSM3891635","Endothelial",10
"2100","GSM3896324","Endothelial",0
"2101","GSM3896325","Endothelial",0
"2102","GSM3896326","Endothelial",0
"2103","GSM4008628","Endothelial",0
"2104","GSM4008629","Endothelial",0
"2105","GSM4008630","Endothelial",0
"2106","GSM4008631","Endothelial",0
"2107","GSM4008632","Endothelial",1
"2108","GSM4008633","Endothelial",0
"2109","GSM4037301","Endothelial",11
"2110","GSM4037302","Endothelial",3
"2111","GSM4037305","Endothelial",7
"2112","GSM4037306","Endothelial",12
"2113","GSM4037309","Endothelial",1
"2114","GSM4037313","Endothelial",1
"2115","GSM4037316","Endothelial",6
"2116","GSM4037323","Endothelial",0
"2117","GSM4037324","Endothelial",2
"2118","GSM4037325","Endothelial",14
"2119","GSM4058901","Endothelial",0
"2120","GSM4058904","Endothelial",1
"2121","GSM4058905","Endothelial",0
"2122","GSM4058907","Endothelial",1
"2123","GSM4058908","Endothelial",1
"2124","GSM4058909","Endothelial",3
"2125","GSM4058913","Endothelial",1
"2126","GSM4058914","Endothelial",0
"2127","GSM4058915","Endothelial",0
"2128","GSM4058916","Endothelial",2
"2129","GSM4058917","Endothelial",0
"2130","GSM4058918","Endothelial",0
"2131","GSM4058919","Endothelial",1
"2132","GSM4058920","Endothelial",0
"2133","GSM4058921","Endothelial",0
"2134","GSM4058922","Endothelial",0
"2135","GSM4058923","Endothelial",0
"2136","GSM4058924","Endothelial",0
"2137","GSM4058925","Endothelial",0
"2138","GSM4058926","Endothelial",1
"2139","GSM4058927","Endothelial",0
"2140","GSM4058928","Endothelial",2
"2141","GSM4058931","Endothelial",0
"2142","GSM4058932","Endothelial",1
"2143","GSM4058933","Endothelial",1
"2144","GSM4058934","Endothelial",0
"2145","GSM4058935","Endothelial",1
"2146","GSM4058936","Endothelial",0
"2147","GSM4058937","Endothelial",0
"2148","GSM4058938","Endothelial",1
"2149","GSM4058939","Endothelial",3
"2150","GSM4058940","Endothelial",4
"2151","GSM4058941","Endothelial",0
"2152","GSM4058942","Endothelial",0
"2153","GSM4058947","Endothelial",6
"2154","GSM4058949","Endothelial",2
"2155","GSM4058953","Endothelial",0
"2156","GSM4058956","Endothelial",1
"2157","GSM4058957","Endothelial",2
"2158","GSM4058962","Endothelial",3
"2159","GSM4058963","Endothelial",2
"2160","GSM4058971","Endothelial",2
"2161","GSM4058973","Endothelial",1
"2162","GSM4058975","Endothelial",1
"2163","GSM4058976","Endothelial",3
"2164","GSM4058977","Endothelial",0
"2165","GSM4065876","Endothelial",0
"2166","GSM4065877","Endothelial",0
"2167","GSM4065878","Endothelial",0
"2168","GSM4065879","Endothelial",0
"2169","GSM4143262","Endothelial",36
"2170","GSM4143263","Endothelial",33
"2171","GSM4143656","Endothelial",0
"2172","GSM4143658","Endothelial",0
"2173","GSM4143660","Endothelial",0
"2174","GSM4143662","Endothelial",0
"2175","GSM4143664","Endothelial",0
"2176","GSM4143666","Endothelial",0
"2177","GSM4321402","Endothelial",0
"2178","GSM4321403","Endothelial",0
"2179","GSM4321404","Endothelial",0
"2180","GSM4321405","Endothelial",0
"2181","GSM4544005","Endothelial",0
"2182","GSM4544006","Endothelial",0
"2183","GSM4544007","Endothelial",0
"2184","GSM4763859","Endothelial",2
"2185","GSM4763860","Endothelial",3
"2186","GSM4763861","Endothelial",0
"2187","GSM4763862","Endothelial",1
"2188","GSM4763863","Endothelial",0
"2189","GSM4816089","Endothelial",0
"2190","GSM4876617","Endothelial",0
"2191","GSM4876620","Endothelial",0
"2192","GSM5100998","Endothelial",5
"2193","GSM5100999","Endothelial",2
"2194","GSM5101000","Endothelial",0
"2195","GSM5133588","Endothelial",64
"2196","GSM5133589","Endothelial",63
"2197","GSM5133590","Endothelial",53
"2198","GSM5133591","Endothelial",62
"2199","GSM5133592","Endothelial",69
"2200","GSM5133593","Endothelial",44
"2201","GSM5133594","Endothelial",3
"2202","GSM5133595","Endothelial",6
"2203","GSM5133596","Endothelial",4
"2204","GSM5133597","Endothelial",10
"2205","GSM5133598","Endothelial",7
"2206","GSM5133599","Endothelial",6
"2207","GSM5133600","Endothelial",3
"2208","GSM5133601","Endothelial",1
"2209","GSM5133602","Endothelial",2
"2210","GSM5133603","Endothelial",15
"2211","GSM5133604","Endothelial",43
"2212","GSM5133605","Endothelial",3
