"","param","celltype","counts"
"705","AdultLung_1","AT2",13
"706","AdultLung_2","AT2",5
"707","AdultLung_3","AT2",13
"708","CTTV027_RNAseq6949176_LUNG","AT2",0
"709","CTTV027_RNAseq6949177_LUNG","AT2",0
"710","CTTV027_RNAseq7118945_LUNG","AT2",0
"711","CTTV027_RNAseq7118946_LUNG","AT2",0
"712","CTTV027_RNAseq7333557_LUNG","AT2",0
"713","D088_LUNG","AT2",2
"714","D122_LUNG","AT2",3
"715","D150_LUNG","AT2",2
"716","D175_LUNG","AT2",0
"717","D231_LUNG","AT2",3
"718","distal_1a_LUNG","AT2",1
"719","distal_1b_LUNG","AT2",0
"720","distal_2_LUNG","AT2",0
"721","distal_3_LUNG","AT2",0
"722","ERR8048258","AT2",0
"723","ERR8048273","AT2",0
"724","ERR8048274","AT2",0
"725","FetalLung_1","AT2",1
"726","FetalLung_2","AT2",0
"727","Fib_Atlas","AT2",0
"728","GSM3425686","AT2",0
"729","GSM3425687","AT2",0
"730","GSM3425692","AT2",0
"731","GSM3425693","AT2",0
"732","GSM3489182","AT2",11
"733","GSM3489185","AT2",16
"734","GSM3489187","AT2",16
"735","GSM3489189","AT2",14
"736","GSM3489191","AT2",18
"737","GSM3489193","AT2",9
"738","GSM3489195","AT2",30
"739","GSM3489197","AT2",26
"740","GSM3589406","AT2",0
"741","GSM3589407","AT2",0
"742","GSM3891620","AT2",0
"743","GSM3891621","AT2",10
"744","GSM3891622","AT2",1
"745","GSM3891623","AT2",5
"746","GSM3891624","AT2",1
"747","GSM3891625","AT2",1
"748","GSM3891632","AT2",0
"749","GSM3891633","AT2",0
"750","GSM3891634","AT2",0
"751","GSM3891635","AT2",0
"752","GSM3896324","AT2",12
"753","GSM3896325","AT2",3
"754","GSM3896326","AT2",12
"755","GSM4008628","AT2",15
"756","GSM4008629","AT2",1
"757","GSM4008630","AT2",0
"758","GSM4008631","AT2",1
"759","GSM4008632","AT2",0
"760","GSM4008633","AT2",1
"761","GSM4037301","AT2",2
"762","GSM4037302","AT2",6
"763","GSM4037305","AT2",15
"764","GSM4037306","AT2",1
"765","GSM4037309","AT2",0
"766","GSM4037313","AT2",15
"767","GSM4037316","AT2",0
"768","GSM4037323","AT2",1
"769","GSM4037324","AT2",11
"770","GSM4037325","AT2",0
"771","GSM4058901","AT2",0
"772","GSM4058904","AT2",2
"773","GSM4058905","AT2",0
"774","GSM4058907","AT2",0
"775","GSM4058908","AT2",0
"776","GSM4058909","AT2",0
"777","GSM4058913","AT2",1
"778","GSM4058914","AT2",0
"779","GSM4058915","AT2",0
"780","GSM4058916","AT2",0
"781","GSM4058917","AT2",0
"782","GSM4058918","AT2",0
"783","GSM4058919","AT2",0
"784","GSM4058920","AT2",0
"785","GSM4058921","AT2",0
"786","GSM4058922","AT2",3
"787","GSM4058923","AT2",0
"788","GSM4058924","AT2",0
"789","GSM4058925","AT2",0
"790","GSM4058926","AT2",0
"791","GSM4058927","AT2",0
"792","GSM4058928","AT2",0
"793","GSM4058931","AT2",0
"794","GSM4058932","AT2",0
"795","GSM4058933","AT2",0
"796","GSM4058934","AT2",0
"797","GSM4058935","AT2",0
"798","GSM4058936","AT2",0
"799","GSM4058937","AT2",0
"800","GSM4058938","AT2",1
"801","GSM4058939","AT2",3
"802","GSM4058940","AT2",1
"803","GSM4058941","AT2",2
"804","GSM4058942","AT2",1
"805","GSM4058947","AT2",1
"806","GSM4058949","AT2",4
"807","GSM4058953","AT2",0
"808","GSM4058956","AT2",0
"809","GSM4058957","AT2",1
"810","GSM4058962","AT2",2
"811","GSM4058963","AT2",0
"812","GSM4058971","AT2",4
"813","GSM4058973","AT2",0
"814","GSM4058975","AT2",18
"815","GSM4058976","AT2",0
"816","GSM4058977","AT2",0
"817","GSM4065876","AT2",0
"818","GSM4065877","AT2",0
"819","GSM4065878","AT2",0
"820","GSM4065879","AT2",0
"821","GSM4143262","AT2",26
"822","GSM4143263","AT2",21
"823","GSM4143656","AT2",0
"824","GSM4143658","AT2",0
"825","GSM4143660","AT2",0
"826","GSM4143662","AT2",0
"827","GSM4143664","AT2",0
"828","GSM4143666","AT2",0
"829","GSM4321402","AT2",0
"830","GSM4321403","AT2",0
"831","GSM4321404","AT2",0
"832","GSM4321405","AT2",0
"833","GSM4544005","AT2",10
"834","GSM4544006","AT2",16
"835","GSM4544007","AT2",16
"836","GSM4763859","AT2",1
"837","GSM4763860","AT2",0
"838","GSM4763861","AT2",0
"839","GSM4763862","AT2",0
"840","GSM4763863","AT2",1
"841","GSM4816089","AT2",0
"842","GSM4876617","AT2",3
"843","GSM4876620","AT2",9
"844","GSM5100998","AT2",1
"845","GSM5100999","AT2",0
"846","GSM5101000","AT2",0
"847","GSM5133588","AT2",45
"848","GSM5133589","AT2",42
"849","GSM5133590","AT2",26
"850","GSM5133591","AT2",14
"851","GSM5133592","AT2",38
"852","GSM5133593","AT2",19
"853","GSM5133594","AT2",92
"854","GSM5133595","AT2",1
"855","GSM5133596","AT2",0
"856","GSM5133597","AT2",17
"857","GSM5133598","AT2",20
"858","GSM5133599","AT2",13
"859","GSM5133600","AT2",11
"860","GSM5133601","AT2",0
"861","GSM5133602","AT2",0
"862","GSM5133603","AT2",9
"863","GSM5133604","AT2",13
"864","GSM5133605","AT2",0
"865","GSM5133606","AT2",0
"866","GSM5206782","AT2",0
"867","GSM5206783","AT2",0
"868","GSM5206784","AT2",1
"869","GSM5226574","AT2",1
"870","GSM5226575","AT2",5
"871","GSM5226576","AT2",7
"872","GSM5226577","AT2",2
"873","GSM5226578","AT2",4
"874","GSM5226579","AT2",0
"875","GSM5226580","AT2",4
"876","GSM5282537","AT2",38
"877","GSM5282538","AT2",0
"878","GSM5282539","AT2",3
"879","GSM5282540","AT2",4
"880","GSM5282541","AT2",6
"881","GSM5282542","AT2",0
"882","GSM5282543","AT2",1
"883","GSM5282544","AT2",4
"884","GSM5282545","AT2",11
"885","GSM5282546","AT2",1
"886","GSM5282547","AT2",3
"887","GSM5282548","AT2",1
"888","GSM5501481","AT2",4
"889","GSM5501482","AT2",2
"890","GSM5870246","AT2",2
"891","GSM5870247","AT2",0
"892","GSM5870248","AT2",3
"893","GSM5870249","AT2",0
"894","GSM5870251","AT2",2
"895","GSM5870252","AT2",1
"896","GSM5870253","AT2",0
"897","GSM5870254","AT2",0
"898","GSM5870255","AT2",1
"899","GSM5870257","AT2",1
"900","GSM5873135","AT2",0
"901","GSM5873136","AT2",6
"902","GSM5873137","AT2",29
"903","GSM5873138","AT2",0
"904","GSM5873139","AT2",30
"905","GSM5873140","AT2",5
"906","GSM5873141","AT2",12
"907","GSM5873142","AT2",382
"908","GSM5873143","AT2",33
"909","GSM5873144","AT2",0
"910","GSM5873145","AT2",19
"911","GSM5873146","AT2",16
"912","GSM7103257","AT2",1
"913","GSM7103264","AT2",7
"914","GSM7103271","AT2",0
"915","GSM7103275","AT2",2
"916","GSM7103276","AT2",9
"917","GSM7103277","AT2",9
"918","GSM7103278","AT2",4
"919","GSM7103279","AT2",5
"920","GSM7103280","AT2",5
"921","GSM7103281","AT2",1
"922","GSM7103282","AT2",28
"923","GSM7103283","AT2",0
"924","GSM7103295","AT2",3
"925","GSM7103296","AT2",4
"926","GSM7103297","AT2",0
"927","GSM7103298","AT2",0
"928","GSM7103305","AT2",0
"929","GSM7103306","AT2",2
"930","GSM7103307","AT2",1
"931","GSM7103308","AT2",0
"932","GSM7103313","AT2",0
"933","GSM7103314","AT2",19
"934","GSM7103315","AT2",7
"935","GSM7103316","AT2",12
"936","GSM7103317","AT2",12
"937","GSM7103318","AT2",40
"938","GSM7103319","AT2",10
"939","GSM7103320","AT2",14
"940","GSM7103327","AT2",0
"941","GSM7103334","AT2",0
"942","JVV9L8ng_LUNG","AT2",6
"943","KJYDM1ng_LUNG","AT2",0
"944","LungTranscriptome7119452_LUNG","AT2",0
"945","LungTranscriptome7119453_LUNG","AT2",0
"946","LungTranscriptome7135919_LUNG","AT2",0
"947","LungTranscriptome7135920_LUNG","AT2",1
"948","LungTranscriptome7185212_LUNG","AT2",4
"949","LungTranscriptome7185213_LUNG","AT2",2
"950","LungTranscriptome7239213_LUNG","AT2",0
"951","LungTranscriptome7239217_LUNG","AT2",3
"952","LungTranscriptome7239218_LUNG","AT2",1
"953","LungTranscriptome7239219_LUNG","AT2",1
"954","LungTranscriptome7239220_LUNG","AT2",3
"955","medial_2_LUNG","AT2",1
"956","medial_3_LUNG","AT2",0
"957","muc10380","AT2",0
"958","muc3843","AT2",2
"959","muc4658","AT2",1
"960","muc4659","AT2",0
"961","muc5103","AT2",1
"962","muc5105","AT2",3
"963","muc5212","AT2",1
"964","muc5213","AT2",0
"965","muc9832","AT2",1
"966","muc9833","AT2",3
"967","ODGS1Mng_LUNG","AT2",1
"968","P1_2_LUNG","AT2",0
"969","P1_3_LUNG","AT2",0
"970","P1_4_LUNG","AT2",0
"971","P2_1_LUNG","AT2",3
"972","P2_2_LUNG","AT2",0
"973","P2_3_LUNG","AT2",0
"974","P2_4_LUNG","AT2",0
"975","P2_5_LUNG","AT2",0
"976","P2_6_LUNG","AT2",0
"977","P2_7_LUNG","AT2",0
"978","P2_8_LUNG","AT2",0
"979","P3_2_LUNG","AT2",0
"980","P3_3_LUNG","AT2",10
"981","P3_4_LUNG","AT2",0
"982","P3_5_LUNG","AT2",1
"983","P3_6_LUNG","AT2",9
"984","P3_7_LUNG","AT2",0
"985","p46c_LUNG","AT2",0
"986","p47c_LUNG","AT2",0
"987","p50c_LUNG","AT2",0
"988","p51c_LUNG","AT2",0
"989","proximal_3_LUNG","AT2",0
"990","QZY9VQng_LUNG","AT2",8
"991","RU675_N","AT2",0
"992","RU682_N","AT2",0
"993","RU684_N","AT2",1
"994","RU685_N","AT2",2
"995","S4ECX8ng_LUNG","AT2",5
"996","sample10","AT2",0
"997","sample11","AT2",0
"998","sample4","AT2",0
"999","sample8","AT2",0
"1000","sample9","AT2",0
"1001","SHMI57ng_LUNG","AT2",6
"1002","Travaglini_Krasnow_2020_distal 1a","AT2",2
"1003","Travaglini_Krasnow_2020_distal 1b","AT2",0
"1004","Travaglini_Krasnow_2020_distal 2","AT2",1
"1005","Travaglini_Krasnow_2020_distal 3","AT2",0
"1006","Travaglini_Krasnow_2020_medial 2","AT2",1
"1007","Travaglini_Krasnow_2020_medial 3","AT2",0
"1008","Travaglini_Krasnow_2020_proximal 3","AT2",0
"1009","Vieira_Teichmann_2019_Dropseq_1","AT2",3
"1010","Vieira_Teichmann_2019_Dropseq_2","AT2",4
"1011","ZM3KACng_LUNG","AT2",1
"1012","101CV0ng_LUNG","Basal",0
"1013","16E0F2ng_LUNG","Basal",0
"1014","1A1DFBng_LUNG","Basal",0
"1015","343B_0h","Basal",0
"1016","343B_24h","Basal",0
"1017","343B_72h","Basal",0
"1018","356C_0h","Basal",0
"1019","356C_12h","Basal",0
"1020","356C_24h","Basal",0
"1021","356C_72h","Basal",0
"1022","367C_0h","Basal",0
"1023","367C_12h","Basal",0
"1024","367C_24h","Basal",0
"1025","367C_72h","Basal",0
"1026","368C_0h","Basal",0
"1027","368C_12h","Basal",0
"1028","368C_24h","Basal",0
"1029","368C_72h","Basal",0
"1030","390C_0h","Basal",0
"1031","390C_12h","Basal",0
"1032","390C_24h","Basal",0
"1033","390C_72h","Basal",0
"1034","4951STDY7472265_LUNG","Basal",1
"1035","4951STDY7472266_LUNG","Basal",9
"1036","4951STDY7472267_LUNG","Basal",1
"1037","4951STDY7487591_LUNG","Basal",8
"1038","4951STDY7487592_LUNG","Basal",0
"1039","4951STDY7487593_LUNG","Basal",1
"1040","9JQK55ng_LUNG","Basal",0
"1041","A9LCTZng_LUNG","Basal",0
"1042","AdultLung_1","Basal",1
"1043","AdultLung_2","Basal",0
"1044","AdultLung_3","Basal",0
"1045","CTTV027_RNAseq6949176_LUNG","Basal",4
"1046","CTTV027_RNAseq6949177_LUNG","Basal",4
"1047","CTTV027_RNAseq7118945_LUNG","Basal",1
"1048","CTTV027_RNAseq7118946_LUNG","Basal",3
"1049","CTTV027_RNAseq7333557_LUNG","Basal",7
"1050","D088_LUNG","Basal",0
"1051","D122_LUNG","Basal",0
"1052","D150_LUNG","Basal",0
"1053","D175_LUNG","Basal",0
"1054","D231_LUNG","Basal",0
"1055","distal_1a_LUNG","Basal",0
"1056","distal_1b_LUNG","Basal",0
"1057","distal_2_LUNG","Basal",0
"1058","distal_3_LUNG","Basal",0
"1059","ERR8048258","Basal",0
"1060","ERR8048273","Basal",1
"1061","ERR8048274","Basal",3
"1062","FetalLung_1","Basal",0
"1063","FetalLung_2","Basal",0
"1064","Fib_Atlas","Basal",0
"1065","GSM3425686","Basal",0
"1066","GSM3425687","Basal",0
"1067","GSM3425692","Basal",0
"1068","GSM3425693","Basal",0
"1069","GSM3489182","Basal",0
"1070","GSM3489185","Basal",0
"1071","GSM3489187","Basal",0
"1072","GSM3489189","Basal",0
"1073","GSM3489191","Basal",0
"1074","GSM3489193","Basal",0
"1075","GSM3489195","Basal",0
"1076","GSM3489197","Basal",0
"1077","GSM3589406","Basal",0
"1078","GSM3589407","Basal",0
"1079","GSM3891620","Basal",0
"1080","GSM3891621","Basal",0
"1081","GSM3891622","Basal",0
"1082","GSM3891623","Basal",0
"1083","GSM3891624","Basal",1
"1084","GSM3891625","Basal",0
"1085","GSM3891632","Basal",0
"1086","GSM3891633","Basal",0
"1087","GSM3891634","Basal",0
"1088","GSM3891635","Basal",0
"1089","GSM3896324","Basal",0
"1090","GSM3896325","Basal",0
"1091","GSM3896326","Basal",0
"1092","GSM4008628","Basal",0
"1093","GSM4008629","Basal",0
"1094","GSM4008630","Basal",0
"1095","GSM4008631","Basal",0
"1096","GSM4008632","Basal",0
"1097","GSM4008633","Basal",0
"1098","GSM4037301","Basal",0
"1099","GSM4037302","Basal",0
"1100","GSM4037305","Basal",0
"1101","GSM4037306","Basal",0
"1102","GSM4037309","Basal",0
"1103","GSM4037313","Basal",0
"1104","GSM4037316","Basal",0
"1105","GSM4037323","Basal",0
"1106","GSM4037324","Basal",0
"1107","GSM4037325","Basal",0
"1108","GSM4058901","Basal",0
"1109","GSM4058904","Basal",0
"1110","GSM4058905","Basal",0
"1111","GSM4058907","Basal",0
"1112","GSM4058908","Basal",0
"1113","GSM4058909","Basal",0
"1114","GSM4058913","Basal",0
"1115","GSM4058914","Basal",0
"1116","GSM4058915","Basal",0
"1117","GSM4058916","Basal",0
"1118","GSM4058917","Basal",0
"1119","GSM4058918","Basal",0
"1120","GSM4058919","Basal",1
"1121","GSM4058920","Basal",0
"1122","GSM4058921","Basal",0
"1123","GSM4058922","Basal",0
"1124","GSM4058923","Basal",0
"1125","GSM4058924","Basal",0
"1126","GSM4058925","Basal",0
"1127","GSM4058926","Basal",0
"1128","GSM4058927","Basal",0
"1129","GSM4058928","Basal",0
"1130","GSM4058931","Basal",0
"1131","GSM4058932","Basal",0
"1132","GSM4058933","Basal",2
"1133","GSM4058934","Basal",0
"1134","GSM4058935","Basal",0
"1135","GSM4058936","Basal",0
"1136","GSM4058937","Basal",0
"1137","GSM4058938","Basal",0
"1138","GSM4058939","Basal",0
"1139","GSM4058940","Basal",1
"1140","GSM4058941","Basal",0
"1141","GSM4058942","Basal",0
"1142","GSM4058947","Basal",1
"1143","GSM4058949","Basal",0
"1144","GSM4058953","Basal",0
"1145","GSM4058956","Basal",2
"1146","GSM4058957","Basal",0
"1147","GSM4058962","Basal",0
"1148","GSM4058963","Basal",0
"1149","GSM4058971","Basal",0
"1150","GSM4058973","Basal",0
"1151","GSM4058975","Basal",0
"1152","GSM4058976","Basal",0
"1153","GSM4058977","Basal",3
"1154","GSM4065876","Basal",1
"1155","GSM4065877","Basal",0
"1156","GSM4065878","Basal",2
"1157","GSM4065879","Basal",1
"1158","GSM4143262","Basal",1
"1159","GSM4143263","Basal",1
"1160","GSM4143656","Basal",0
"1161","GSM4143658","Basal",0
"1162","GSM4143660","Basal",0
"1163","GSM4143662","Basal",0
"1164","GSM4143664","Basal",0
"1165","GSM4143666","Basal",0
"1166","GSM4321402","Basal",1
"1167","GSM4321403","Basal",2
"1168","GSM4321404","Basal",2
"1169","GSM4321405","Basal",2
"1170","GSM4544005","Basal",1
"1171","GSM4544006","Basal",10
"1172","GSM4544007","Basal",4
"1173","GSM4763859","Basal",3
"1174","GSM4763860","Basal",1
"1175","GSM4763861","Basal",0
"1176","GSM4763862","Basal",0
"1177","GSM4763863","Basal",0
"1178","GSM4816089","Basal",0
"1179","GSM4876617","Basal",6
"1180","GSM4876620","Basal",2
"1181","GSM5100998","Basal",0
"1182","GSM5100999","Basal",0
"1183","GSM5101000","Basal",1
"1184","GSM5133588","Basal",10
"1185","GSM5133589","Basal",13
"1186","GSM5133590","Basal",3
"1187","GSM5133591","Basal",2
"1188","GSM5133592","Basal",0
"1189","GSM5133593","Basal",0
"1190","GSM5133594","Basal",8
"1191","GSM5133595","Basal",0
"1192","GSM5133596","Basal",0
"1193","GSM5133597","Basal",1
"1194","GSM5133598","Basal",2
"1195","GSM5133599","Basal",0
"1196","GSM5133600","Basal",0
"1197","GSM5133601","Basal",11
"1198","GSM5133602","Basal",21
"1199","GSM5133603","Basal",0
"1200","GSM5133604","Basal",0
"1201","GSM5133605","Basal",37
"1202","GSM5133606","Basal",52
"1203","GSM5206782","Basal",0
"1204","GSM5206783","Basal",0
"1205","GSM5206784","Basal",0
"1206","GSM5226574","Basal",1
"1207","GSM5226575","Basal",0
"1208","GSM5226576","Basal",1
"1209","GSM5226577","Basal",0
"1210","GSM5226578","Basal",0
"1211","GSM5226579","Basal",0
"1212","GSM5226580","Basal",0
"1213","GSM5282537","Basal",1
"1214","GSM5282538","Basal",8
"1215","GSM5282539","Basal",20
"1216","GSM5282540","Basal",3
"1217","GSM5282541","Basal",1
"1218","GSM5282542","Basal",0
"1219","GSM5282543","Basal",0
"1220","GSM5282544","Basal",0
"1221","GSM5282545","Basal",1
"1222","GSM5282546","Basal",0
"1223","GSM5282547","Basal",0
"1224","GSM5282548","Basal",0
"1225","GSM5501481","Basal",0
"1226","GSM5501482","Basal",0
"1227","GSM5870246","Basal",0
"1228","GSM5870247","Basal",0
"1229","GSM5870248","Basal",0
"1230","GSM5870249","Basal",0
"1231","GSM5870251","Basal",0
"1232","GSM5870252","Basal",0
"1233","GSM5870253","Basal",0
"1234","GSM5870254","Basal",0
"1235","GSM5870255","Basal",0
"1236","GSM5870257","Basal",0
"1237","GSM5873135","Basal",17
"1238","GSM5873136","Basal",0
"1239","GSM5873137","Basal",1
"1240","GSM5873138","Basal",0
"1241","GSM5873139","Basal",0
"1242","GSM5873140","Basal",90
"1243","GSM5873141","Basal",0
"1244","GSM5873142","Basal",11
"1245","GSM5873143","Basal",59
"1246","GSM5873144","Basal",1
"1247","GSM5873145","Basal",6
"1248","GSM5873146","Basal",0
"1249","GSM7103257","Basal",0
"1250","GSM7103264","Basal",0
"1251","GSM7103271","Basal",0
"1252","GSM7103275","Basal",0
"1253","GSM7103276","Basal",1
"1254","GSM7103277","Basal",0
"1255","GSM7103278","Basal",0
"1256","GSM7103279","Basal",0
"1257","GSM7103280","Basal",0
"1258","GSM7103281","Basal",0
"1259","GSM7103282","Basal",0
"1260","GSM7103283","Basal",0
"1261","GSM7103295","Basal",0
"1262","GSM7103296","Basal",0
"1263","GSM7103297","Basal",0
"1264","GSM7103298","Basal",0
"1265","GSM7103305","Basal",0
"1266","GSM7103306","Basal",0
"1267","GSM7103307","Basal",0
"1268","GSM7103308","Basal",0
"1269","GSM7103313","Basal",1
"1270","GSM7103314","Basal",0
"1271","GSM7103315","Basal",0
"1272","GSM7103316","Basal",0
"1273","GSM7103317","Basal",0
"1274","GSM7103318","Basal",0
"1275","GSM7103319","Basal",0
"1276","GSM7103320","Basal",0
"1277","GSM7103327","Basal",0
"1278","GSM7103334","Basal",0
"1279","JVV9L8ng_LUNG","Basal",0
"1280","KJYDM1ng_LUNG","Basal",0
"1281","LungTranscriptome7119452_LUNG","Basal",0
"1282","LungTranscriptome7119453_LUNG","Basal",0
"1283","LungTranscriptome7135919_LUNG","Basal",0
"1284","LungTranscriptome7135920_LUNG","Basal",0
"1285","LungTranscriptome7185212_LUNG","Basal",0
"1286","LungTranscriptome7185213_LUNG","Basal",0
"1287","LungTranscriptome7239213_LUNG","Basal",0
"1288","LungTranscriptome7239217_LUNG","Basal",0
"1289","LungTranscriptome7239218_LUNG","Basal",0
"1290","LungTranscriptome7239219_LUNG","Basal",0
"1291","LungTranscriptome7239220_LUNG","Basal",0
"1292","medial_2_LUNG","Basal",0
"1293","medial_3_LUNG","Basal",0
"1294","muc10380","Basal",0
"1295","muc3843","Basal",0
"1296","muc4658","Basal",0
"1297","muc4659","Basal",0
"1298","muc5103","Basal",0
"1299","muc5105","Basal",0
"1300","muc5212","Basal",0
"1301","muc5213","Basal",0
"1302","muc9832","Basal",0
"1303","muc9833","Basal",0
"1304","ODGS1Mng_LUNG","Basal",1
"1305","P1_2_LUNG","Basal",0
"1306","P1_3_LUNG","Basal",0
"1307","P1_4_LUNG","Basal",0
"1308","P2_1_LUNG","Basal",0
"1309","P2_2_LUNG","Basal",0
"1310","P2_3_LUNG","Basal",0
"1311","P2_4_LUNG","Basal",0
"1312","P2_5_LUNG","Basal",0
"1313","P2_6_LUNG","Basal",0
"1314","P2_7_LUNG","Basal",0
"1315","P2_8_LUNG","Basal",0
"1316","P3_2_LUNG","Basal",0
"1317","P3_3_LUNG","Basal",3
"1318","P3_4_LUNG","Basal",0
"1319","P3_5_LUNG","Basal",0
"1320","P3_6_LUNG","Basal",0
"1321","P3_7_LUNG","Basal",0
"1322","p46c_LUNG","Basal",2
"1323","p47c_LUNG","Basal",9
"1324","p50c_LUNG","Basal",6
"1325","p51c_LUNG","Basal",8
"1326","proximal_3_LUNG","Basal",0
"1327","QZY9VQng_LUNG","Basal",0
"1328","RU675_N","Basal",0
"1329","RU682_N","Basal",0
"1330","RU684_N","Basal",0
"1331","RU685_N","Basal",0
"1332","S4ECX8ng_LUNG","Basal",0
"1333","sample10","Basal",1
"1334","sample11","Basal",0
"1335","sample4","Basal",0
"1336","sample8","Basal",0
"1337","sample9","Basal",2
"1338","SHMI57ng_LUNG","Basal",0
"1339","Travaglini_Krasnow_2020_distal 1a","Basal",0
"1340","Travaglini_Krasnow_2020_distal 1b","Basal",0
"1341","Travaglini_Krasnow_2020_distal 2","Basal",1
"1342","Travaglini_Krasnow_2020_distal 3","Basal",1
"1343","Travaglini_Krasnow_2020_medial 2","Basal",0
"1344","Travaglini_Krasnow_2020_medial 3","Basal",1
"1345","Travaglini_Krasnow_2020_proximal 3","Basal",0
"1346","Vieira_Teichmann_2019_Dropseq_1","Basal",0
"1347","Vieira_Teichmann_2019_Dropseq_2","Basal",0
"1348","ZM3KACng_LUNG","Basal",0
"1349","101CV0ng_LUNG","Ciliated",0
"1350","16E0F2ng_LUNG","Ciliated",0
"1351","1A1DFBng_LUNG","Ciliated",0
"1352","343B_0h","Ciliated",0
"1353","343B_24h","Ciliated",0
"1354","343B_72h","Ciliated",4
"1355","356C_0h","Ciliated",0
"1356","356C_12h","Ciliated",0
"1357","356C_24h","Ciliated",0
"1358","356C_72h","Ciliated",0
"1359","367C_0h","Ciliated",0
"1360","367C_12h","Ciliated",0
"1361","367C_24h","Ciliated",0
"1362","367C_72h","Ciliated",0
"1363","368C_0h","Ciliated",0
"1364","368C_12h","Ciliated",0
"1365","368C_24h","Ciliated",0
"1366","368C_72h","Ciliated",0
"1367","390C_0h","Ciliated",0
"1368","390C_12h","Ciliated",0
"1369","390C_24h","Ciliated",0
"1370","390C_72h","Ciliated",0
"1371","4951STDY7472265_LUNG","Ciliated",9
"1372","4951STDY7472266_LUNG","Ciliated",11
"1373","4951STDY7472267_LUNG","Ciliated",30
"1374","4951STDY7487591_LUNG","Ciliated",6
"1375","4951STDY7487592_LUNG","Ciliated",15
"1376","4951STDY7487593_LUNG","Ciliated",0
"1377","9JQK55ng_LUNG","Ciliated",0
"1378","A9LCTZng_LUNG","Ciliated",0
"1379","AdultLung_1","Ciliated",0
"1380","AdultLung_2","Ciliated",0
"1381","AdultLung_3","Ciliated",0
"1382","CTTV027_RNAseq6949176_LUNG","Ciliated",6
"1383","CTTV027_RNAseq6949177_LUNG","Ciliated",13
"1384","CTTV027_RNAseq7118945_LUNG","Ciliated",1
"1385","CTTV027_RNAseq7118946_LUNG","Ciliated",2
"1386","CTTV027_RNAseq7333557_LUNG","Ciliated",5
"1387","D088_LUNG","Ciliated",0
"1388","D122_LUNG","Ciliated",0
"1389","D150_LUNG","Ciliated",0
"1390","D175_LUNG","Ciliated",0
"1391","D231_LUNG","Ciliated",1
"1392","distal_1a_LUNG","Ciliated",0
"1393","distal_1b_LUNG","Ciliated",0
"1394","distal_2_LUNG","Ciliated",0
"1395","distal_3_LUNG","Ciliated",0
"1396","ERR8048258","Ciliated",0
"1397","ERR8048273","Ciliated",0
"1398","ERR8048274","Ciliated",0
"1399","FetalLung_1","Ciliated",0
"1400","FetalLung_2","Ciliated",0
"1401","Fib_Atlas","Ciliated",0
"1402","GSM3425686","Ciliated",2
"1403","GSM3425687","Ciliated",2
"1404","GSM3425692","Ciliated",2
"1405","GSM3425693","Ciliated",3
"1406","GSM3489182","Ciliated",0
"1407","GSM3489185","Ciliated",0
"1408","GSM3489187","Ciliated",2
"1409","GSM3489189","Ciliated",1
"1410","GSM3489191","Ciliated",0
"1411","GSM3489193","Ciliated",0
"1412","GSM3489195","Ciliated",1
"1413","GSM3489197","Ciliated",0
"1414","GSM3589406","Ciliated",2
"1415","GSM3589407","Ciliated",0
"1416","GSM3891620","Ciliated",0
"1417","GSM3891621","Ciliated",0
"1418","GSM3891622","Ciliated",0
"1419","GSM3891623","Ciliated",0
"1420","GSM3891624","Ciliated",0
"1421","GSM3891625","Ciliated",0
"1422","GSM3891632","Ciliated",0
"1423","GSM3891633","Ciliated",0
"1424","GSM3891634","Ciliated",0
"1425","GSM3891635","Ciliated",0
"1426","GSM3896324","Ciliated",5
"1427","GSM3896325","Ciliated",17
"1428","GSM3896326","Ciliated",0
"1429","GSM4008628","Ciliated",0
"1430","GSM4008629","Ciliated",0
"1431","GSM4008630","Ciliated",0
"1432","GSM4008631","Ciliated",0
"1433","GSM4008632","Ciliated",0
"1434","GSM4008633","Ciliated",0
"1435","GSM4037301","Ciliated",6
"1436","GSM4037302","Ciliated",12
"1437","GSM4037305","Ciliated",7
"1438","GSM4037306","Ciliated",1
"1439","GSM4037309","Ciliated",0
"1440","GSM4037313","Ciliated",1
"1441","GSM4037316","Ciliated",1
"1442","GSM4037323","Ciliated",2
"1443","GSM4037324","Ciliated",0
"1444","GSM4037325","Ciliated",1
"1445","GSM4058901","Ciliated",0
"1446","GSM4058904","Ciliated",1
"1447","GSM4058905","Ciliated",1
"1448","GSM4058907","Ciliated",1
"1449","GSM4058908","Ciliated",1
"1450","GSM4058909","Ciliated",0
"1451","GSM4058913","Ciliated",5
"1452","GSM4058914","Ciliated",0
"1453","GSM4058915","Ciliated",0
"1454","GSM4058916","Ciliated",1
"1455","GSM4058917","Ciliated",3
"1456","GSM4058918","Ciliated",0
"1457","GSM4058919","Ciliated",0
"1458","GSM4058920","Ciliated",0
"1459","GSM4058921","Ciliated",0
"1460","GSM4058922","Ciliated",0
"1461","GSM4058923","Ciliated",0
"1462","GSM4058924","Ciliated",0
"1463","GSM4058925","Ciliated",0
"1464","GSM4058926","Ciliated",0
"1465","GSM4058927","Ciliated",0
"1466","GSM4058928","Ciliated",1
"1467","GSM4058931","Ciliated",6
"1468","GSM4058932","Ciliated",2
"1469","GSM4058933","Ciliated",11
"1470","GSM4058934","Ciliated",1
"1471","GSM4058935","Ciliated",3
