"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PBXIP1",0.0104780758013077,0.578869535061224,0.303,0.137,1,"COPD","PBXIP1"
"RPP30",0.0104922069267401,0.296299907630554,0.27,0.118,1,"COPD","RPP30"
"AHNAK",0.010506746671163,0.391698797942138,0.764,0.588,1,"COPD","AHNAK"
"KITLG",0.0105202512790127,0.295813061426625,0.416,0.206,1,"COPD","KITLG"
"SERF2",0.0105386774305719,0.465779750249659,0.876,0.775,1,"COPD","SERF2"
"PGAP2",0.0105748219443166,1.33999003016701,0.236,0.098,1,"COPD","PGAP2"
"LNPK",0.0105806088446009,0.398661140328326,0.202,0.069,1,"COPD","LNPK"
"OSGEP",0.0106034522244098,0.77583270625829,0.326,0.157,1,"COPD","OSGEP"
"ZNF276",0.0106123836424076,0.494982917258328,0.169,0.049,1,"COPD","ZNF276"
"TOLLIP",0.0106269332322993,0.689520460067758,0.315,0.147,1,"COPD","TOLLIP"
"UCKL1",0.0106490274835737,0.836925187593228,0.191,0.069,1,"COPD","UCKL1"
"INPP1",0.0106578563194359,0.47370206725006,0.382,0.206,1,"COPD","INPP1"
"CPAMD8",0.0106682126320691,0.672445997510796,0.213,0.078,1,"COPD","CPAMD8"
"ATP5MC3",0.0106861363743155,0.611434394108829,0.708,0.5,1,"COPD","ATP5MC3"
"SPCS3",0.0106875994318106,0.620335507363115,0.382,0.216,1,"COPD","SPCS3"
"ADAL",0.0106927803735107,0.900578403963261,0.146,0.039,1,"COPD","ADAL"
"TOR2A",0.0106927803735107,0.808233071714027,0.146,0.039,1,"COPD","TOR2A"
"NDUFAB1",0.0107769462242407,0.640274567579049,0.607,0.402,1,"COPD","NDUFAB1"
"NDUFA9",0.0108150708764596,0.671626982288896,0.348,0.176,1,"COPD","NDUFA9"
"FBRS",0.0108547739724445,0.34510382553819,0.247,0.098,1,"COPD","FBRS"
"C16orf72",0.0109116632976948,0.411758305319882,0.393,0.196,1,"COPD","C16orf72"
"WASL",0.0109166535787795,0.387520908857793,0.461,0.265,1,"COPD","WASL"
"EMC9",0.0109310156851017,1.77936560284778,0.191,0.069,1,"COPD","EMC9"
"NDUFB2",0.0109803187388255,0.388690908747143,0.719,0.51,1,"COPD","NDUFB2"
"BRI3",0.0109941602639267,0.544434078806184,0.674,0.461,1,"COPD","BRI3"
"TAX1BP1",0.0110727802302133,0.537447302672802,0.764,0.559,1,"COPD","TAX1BP1"
"RTN2",0.0111014503429329,0.848556488813963,0.18,0.059,1,"COPD","RTN2"
"SNX7",0.0111321436204888,0.599789351425489,0.382,0.196,1,"COPD","SNX7"
"TMED2",0.0111750248273022,0.664539676763841,0.618,0.412,1,"COPD","TMED2"
"ZNHIT2",0.0111920464569553,1.14055278612952,0.146,0.039,1,"COPD","ZNHIT2"
"ALKBH4",0.0111920464569553,0.838659583769064,0.146,0.039,1,"COPD","ALKBH4"
"CHD8",0.0112193964983451,0.473519683918138,0.449,0.245,1,"COPD","CHD8"
"ARHGEF16",0.0112370877567363,0.352598077526814,0.247,0.098,1,"COPD","ARHGEF16"
"LATS1",0.0113668518983944,0.186059591364406,0.337,0.157,1,"COPD","LATS1"
"LTBP4",0.0113754753247449,0.510635703785206,0.494,0.294,1,"COPD","LTBP4"
"DCTN6",0.0114006674654864,0.910588171313677,0.348,0.186,1,"COPD","DCTN6"
"TACO1",0.0114055300491751,0.904134706249355,0.18,0.059,1,"COPD","TACO1"
"THRA",0.0114109875712351,0.688224976109767,0.225,0.088,1,"COPD","THRA"
"CCS",0.011443894396474,1.16185876637569,0.303,0.147,1,"COPD","CCS"
"UNC45A",0.0114581351113781,0.6511386141905,0.27,0.118,1,"COPD","UNC45A"
"YPEL5",0.0114992767547336,0.580852609334157,0.562,0.353,1,"COPD","YPEL5"
"DCAF7",0.0115259076058124,0.733030963990366,0.427,0.245,1,"COPD","DCAF7"
"TM9SF2",0.0115436244363442,0.445550469230619,0.573,0.333,1,"COPD","TM9SF2"
"SH3GLB2",0.0115596097904687,0.672902726584194,0.371,0.186,1,"COPD","SH3GLB2"
"TSPAN12",0.0115624758086372,0.82838240462535,0.303,0.147,1,"COPD","TSPAN12"
"ARRDC1",0.0115859932081728,0.42454515368304,0.472,0.245,1,"COPD","ARRDC1"
"WASHC2A",0.0116337592762282,0.445675048303088,0.213,0.078,1,"COPD","WASHC2A"
"CALU",0.0116436808183085,0.488494087619601,0.483,0.294,1,"COPD","CALU"
"GGH",0.0116872434685338,0.726280786440666,0.225,0.088,1,"COPD","GGH"
"LY6D",0.0116900225023939,1.67137523803833,0.247,0.108,1,"COPD","LY6D"
"PIGR",0.0116931283893368,1.38164059435262,0.292,0.147,1,"COPD","PIGR"
"MZF1",0.0117119092553787,0.96057415157072,0.146,0.039,1,"COPD","MZF1"
"RFT1",0.0117119092553787,0.622739986134934,0.146,0.039,1,"COPD","RFT1"
"SMPD2",0.0117119092553787,0.619955695033226,0.146,0.039,1,"COPD","SMPD2"
"GOLGB1",0.011720649419062,0.484979860378264,0.73,0.529,1,"COPD","GOLGB1"
"KRT7",0.0117215901273235,0.478498152472952,0.787,0.578,1,"COPD","KRT7"
"SRC",0.0117468167543208,1.1131961208443,0.236,0.098,1,"COPD","SRC"
"TRIQK",0.0117468167543208,0.487214950516337,0.236,0.098,1,"COPD","TRIQK"
"FIS1",0.0117812692791946,0.53423329460014,0.652,0.412,1,"COPD","FIS1"
"MYL9",0.0117987966861837,0.640947893338089,0.528,0.314,1,"COPD","MYL9"
"FAM110A",0.01182758366004,0.553554673209931,0.225,0.088,1,"COPD","FAM110A"
"SAMHD1",0.0118479697224821,1.00851853216152,0.315,0.157,1,"COPD","SAMHD1"
"MED8",0.011853498767673,0.550621108326387,0.258,0.108,1,"COPD","MED8"
"MRPS36",0.011865312915789,0.622133175896416,0.528,0.333,1,"COPD","MRPS36"
"C11orf68",0.0118755170499368,1.14482102571575,0.18,0.059,1,"COPD","C11orf68"
"ZNF557",0.0118898964830548,1.04678579051524,0.146,0.039,1,"COPD","ZNF557"
"APEX2",0.0118898964830548,0.340782207776269,0.146,0.039,1,"COPD","APEX2"
